"","SecId","BBTicker","CompanyName","SML","Date","Sector","BookYieldFY1","BookYieldFY2","BookYieldFY3","DividendYieldFY1","DividendYieldFY2","DividendYieldFY3","EarningsYieldFY1","EarningsYieldFY2","EarningsYieldFY3","EBITDAYieldFY1","EBITDAYieldFY2","EBITDAYieldFY3","SalesYieldFY1","SalesYieldFY2","SalesYieldFY3","EBIT_EV_NTM","EBITDA_EV_NTM","SALES_EV_NTM","PEGFY1","EarningsYield1Y","FCFYield1Y","SalesYield1Y","EBIT_EV1Y","EBITDA_EV1Y","BookRevFY1_3M","BookRevFY1_6M","DivRevFY1_3M","DivRevFY1_6M","EarningsRevFY1_3M","EarningsRevFY1_6M","EBITDARevFY1_3M","EBITDARevFY1_6M","SalesRevFY1_3M","SalesRevFY1_6M","EarningsFY1Std","EarningsFY2Std","EarningsFY3Std","EBITDAFY1Std","EBITDAFY2Std","EBITDAFY3Std","EarningsFY1UpDnGrade_3M","EarningsFY2UpDnGrade_3M","EarningsFY3UpDnGrade_3M","EarningsFY1UpDnGrade_6M","EarningsFY2UpDnGrade_6M","EarningsFY3UpDnGrade_6M","EBITDAFY1UpDnGrade_3M","EBITDAFY2UpDnGrade_3M","EBITDAFY3UpDnGrade_3M","EBITDAFY1UpDnGrade_6M","EBITDAFY2UpDnGrade_6M","EBITDAFY3UpDnGrade_6M","EarningsFY1Cov","EBITDAMarginNTM","EBITMarginNTM","NetMarginNTM","NetDebtEbitdaNTM","DivRatio","ROIC1Y","CROIC1Y","DebtCapLQ","DebtTALQ","DebtEbitdaLQ","OpCFOverFCF1Y","OpCFOverEarnings1Y","OpCFOverCDiv1Y","NetCashDebt1Y","SharesChg3M","SharesChg6M","SharesChg12M","EPS_LTGMean","EPSMeanLTMSlope6M","EPSPastSlope6M","EPSPastSlope12M","EPSPastSlope36M","EPSPastSlope60M","EPSPastTStat36M","EPSPastTStat60M","SalesPSPastSlope6M","SalesPSPastSlope12M","SalesPSPastSlope36M","SalesPSPastSlope60M","SalesPSPastTStat36M","SalesPSPastTStat60M","NetMarginPastSlope12M","NetMarginPastSlope36M","PriceSlope20D","PriceSlope50D","PriceSlope100D","PriceSlope200D","PriceTStat20D","PriceTStat50D","PriceTStat100D","PriceTStat200D","MoneyFlow14D","MoneyFlow50D","PriceRet10D","PriceRet20D","PriceRet50D","PriceRet100D","PriceMA20","PriceMA50","PriceMA100","PriceMA200","Price52WHigh","Price52WLow"
"1",3,"AAPL ","Apple Inc.                                         ","L",2009-06-01,"Information Technology    ",-0.841244272005622,-0.796383378087799,-0.897702632464269,-0.579171427024182,-0.874818557452889,-0.888481819393649,-0.151277872534415,-0.418746525772628,-0.802731135922498,-0.639040722783966,-0.812220854768234,-1.04443377532252,-0.632009070450961,-0.608747444541041,-0.614629343199181,-0.149435543476409,-0.605369367529214,-0.48590201879158,-0.0501809390962838,0.230494130502495,0.151673455842727,-0.71093943739559,0.323031172507581,-0.187737734631045,0.490305886108655,0.28105401920304,NA,NA,0.214677320438007,0.382221221183312,0.492418536496504,0.692402854217431,0.179093916057206,0.221724438762965,-0.829117782180682,-0.666548810857904,-0.129571393516417,1.18152761199076,1.26691145050898,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.16638511990901,-0.0585558092073029,0.331885943124307,0.512901090249692,-1.65623244089468,NA,1.09087854797134,1.96285471466254,-0.906402254555356,-0.920636421135466,-0.862045971377682,2.33565474144061,0.524108034640105,NA,-0.653104564152556,0.0561003690840212,0.354304017723962,0.483658259648623,1.14935135028669,0.484635566243722,0.51488735822352,0.411634254224866,0.296663220017047,0.17439179206352,2.2650172576953,2.59315365221894,0.123478699076801,-0.197539015363831,-0.367600345501306,-0.409562739441372,0.82637983621712,2.11948876911244,0.36945586573043,1.01395395893574,0.0107661969298267,0.160379547468961,0.749347917892131,0.626661371087945,0.258315136936423,-0.596445011613325,-0.708251212066642,0.0661604366350067,0.0898881819133063,0.753367009030504,0.891328843524938,0.185145974164905,0.166641796365285,0.325887132670415,0.23516600917408,0.0867125547846314,0.195089350706047,0.476246195761192,0.441053181469204,-0.256341757915428
"2",8,"ACN  ","Accenture Plc                                      ","L",2009-06-01,"Information Technology    ",-1.14123200827499,-1.27746367687715,-1.42680604889089,0.74590013972649,0.404874202580674,0.454348796224669,1.07515622705629,0.986379010166113,0.774194741152551,0.63433016064064,0.343230586193905,0.0872823803092762,0.340613199619101,0.297275545086606,0.32510921696235,1.74409690886269,1.03447432493548,0.853094906701457,0.915858789840555,1.13082036097054,0.585939316123145,0.242797882720551,0.665897991277895,0.201670724053488,0.319483870158983,-0.236603768459848,NA,NA,-0.32701987149935,0.169850564461348,-0.40191494918772,0.186090038599652,-0.605947063744547,0.060081079213861,-0.915115423156143,-0.98456632171679,-0.871862156836109,-0.348929991967156,0.860928706145922,NA,0,0,-3,0,0,0,-3,-3,-3,0,0,0,0.376500016192365,-0.463075858408291,-0.149355583580218,-0.0823003926418233,-0.0900784347528582,NA,1.86617072131553,1.96285471466254,-0.902113033982015,-0.919370377862016,-0.861616445350793,-0.0303778416094244,0.0691308252539522,NA,1.46153147730003,1.29905630308941,0.132245451826856,1.12878055869206,-0.517567288074373,0.205268758140062,0.712374655269083,0.763624860791742,0.792179937557864,0.630472925229654,2.11359688355459,1.31011870586899,0.876625236275858,1.16631419706922,1.48219557146404,1.07286412096953,0.823708056079446,0.350962929573862,0.614750979916788,0.538874683209453,-0.0520857970581923,-0.523809969315502,-1.45590931865178,-0.0811175413804858,-1.06396312116819,-0.318387526418184,-0.874691165200203,-1.36581653614622,-1.26218992752517,-1.54602710991041,-1.01560085114679,-0.405108659689977,-0.0810041580566547,-1.20923887537931,-0.6526963273583,-0.332421248336894,-0.909877027724412,-1.13757121502403,0.400122250663388,-1.26002408655703
"3",10,"ADBE ","Adobe Systems Incorporated                         ","L",2009-06-01,"Information Technology    ",-0.44084455093924,-0.477355863640157,-0.530996396839346,-0.563280505841376,-0.874818557452889,-0.888481819393649,0.159197587855706,-0.0346508244267325,-0.216036454880036,-0.382683315307746,-0.598352681799952,-0.913968486084151,-0.767656943563736,-0.786946436731003,-0.807318143694822,-0.299265153446216,-0.502148790414806,-0.856971010587585,-0.0927002943408665,0.458011063417689,0.147550564007387,-0.749798570063307,-0.0755117425865647,-0.254063881300464,0.771323630084497,0.675755196728375,NA,NA,-0.429347711569858,-0.138876844038404,-0.220137685918611,-0.285959637399247,-1.20898263090571,-0.647357063937794,-0.806929539622141,-0.828740166392121,-0.74700288141669,1.18152761199076,1.1783707438775,NA,0,0,0,3,0,0,0,0,0,0,0,0,1.01574469609117,1.46487732084637,1.49236811726365,1.72187647235937,-0.534188587202733,NA,0.719666771056165,0.346368578712859,-0.639028433119655,-0.580586858633058,-0.695668770793188,-0.0148199516838822,0.148463202593124,NA,1.46153147730003,-0.359539553086148,-0.98544781930356,-0.224307617185606,0.050994078572742,-0.0639695847637871,0.434276823429848,0.42344640815473,0.397233177802482,0.0659511590875901,0.624796576316489,0.154192106348481,0.0847569541816727,-0.248472067566411,-0.218321165307053,-0.434467960794609,0.299706882289562,-0.340931932895573,0.508594213958356,0.882049326120565,0.591155330991873,0.359754170809508,0.415116846669708,-0.839469641107521,-0.653653479429376,-0.596185927006028,0.215236148419615,0.276195752418275,-0.382849358026002,-0.138718460790899,0.369611865228266,0.293918165988871,0.27097820940046,0.641628104235129,0.298001597388541,0.383580997718065,0.503544396310073,0.246461030940665,-0.209107197110205,-0.0902874952116539
"4",11,"ADI  ","Analog Devices, Inc.                               ","L",2009-06-01,"Information Technology    ",-0.369372425247497,-0.458217213595067,-0.635992862731625,2.10651838944349,1.87425113537595,1.97116102592178,-0.350085502392506,-0.494200713618798,-0.649033321637757,-0.738741029867835,-0.826820208169207,-1.09256868803219,-0.662173326423594,-0.672320918531176,-0.691183546987552,-0.894371574556089,-0.881877003872374,-0.658221834652075,-0.220160461585684,0.606497844684591,-0.601648674526043,-0.62076263491175,0.29342275127271,0.116250807892624,0.60790922467362,-0.104215235807381,NA,NA,1.60585478902057,-0.313261517258231,0.897208236588423,-0.596104873367731,1.10278767442165,-0.139055306111753,-0.434086515184534,-0.188540856336135,0.105125652344019,1.18152761199076,1.26691145050898,NA,0,0,3,0,0,0,0,0,0,0,0,0,0.248651080212605,0.0464211727702042,0.11505138407337,0.428931428239981,-1.1065368546939,NA,0.689750865211568,0.0574138257440861,-0.906402254555356,-0.920636421135466,-0.862045971377682,-0.0795809919859604,-0.0677542326678715,NA,-0.653104564152556,-0.207798889451906,0.0905780721147108,0.274473421777325,1.82774834934498,-0.927466690890801,0.208563542363597,0.467978421479368,0.186781429546061,-0.0362908467144851,0.14437781658464,-0.028557772077747,-0.28896488360578,-0.58832095019467,-0.40202933465388,-0.514977263636019,-0.413135873152711,-0.466277929138936,0.6501868529918,0.100328971997454,1.68156717140721,0.00135325594455082,-0.579578484803109,0.203009205183788,1.54841365754978,-0.0955111189391385,-0.74060087246948,-0.789772836286761,1.17788050214253,-0.031244851686167,-0.495130445679345,1.24786376714604,0.444580653380247,-0.407110576881821,0.654025478887311,0.711537562780877,0.0843393182954427,-0.0366934444962819,0.160842199496507,-0.529570225271295
"5",13,"ADP  ","Automatic Data Processing, Inc.                    ","L",2009-06-01,"Information Technology    ",-0.618787636242908,-0.705196061124343,-1.07120793941515,2.17346963768356,2.11522231865699,2.58474924939005,0.450272587030972,0.192243424008215,-0.24488100277144,0.00130575723924426,-0.286543685620213,-0.555459166364419,-0.392980446615318,-0.429361816509212,-0.450148736334511,0.339333935416285,-0.111105325118389,-0.350027078689885,-0.382317987076854,0.613583543944925,-0.156304659837161,-0.466998417391047,-0.160643100371519,-0.438382806398756,-0.320001838471706,-0.21440602084614,NA,NA,-0.0876219157706814,0.312087321572092,0.0858620669871488,0.448959346143641,0.174907159996932,0.63505672797115,-1.08412809641331,-1.05048118601171,-0.896869245215967,-1.01253463551263,-0.805671154061339,NA,0,0,-3,0,0,0,0,0,0,0,0,0,-0.00704679174691592,0.0979000059092437,0.389204691875071,0.431428852536154,-0.0194418043706122,NA,1.05634250976459,1.04545063260484,-0.868317698656555,-0.911955870203727,-0.846593005332904,0.498801352130607,0.122718767472852,NA,1.46153147730003,-1.22967054906497,-0.882767788887341,-0.67249520850065,-0.896608199172449,0.660328563078756,0.584525325502447,0.568492710087617,0.351358437727033,0.226268253798857,1.39290971164667,2.16606560217841,0.400075570989975,0.235354453238809,-0.214687317918242,-0.197369617981059,-0.0509148790921405,1.53973892425569,0.528328183860225,0.561665046819261,-0.027770716471298,-0.77215786978226,-1.20299137554058,0.222150505606129,-0.882363063850361,-1.40988684385879,-1.20490249185862,-1.45725602119029,-0.354059286433979,-1.40292329535666,-0.165498617446052,-0.614642453092882,-0.475776894434716,-1.08802263208877,-0.36009627428427,-0.302092902706067,-0.817923923248328,-1.05485761382384,1.1517990195033,-1.24181129991529
"6",14,"ADS  ","Alliance Data Systems Corporation                  ","L",2009-06-01,"Information Technology    ",-1.09240403960753,-1.17523066963837,-0.900834393873257,-0.579171427024182,-0.874818557452889,-0.888481819393649,1.96758671356245,2.67539640562216,2.66155565803559,1.97822965363794,1.9315350277358,2.03073296867795,0.115935966961479,0.148971090008012,0.195964348110107,0.138879808308505,0.221313956206221,-0.0486748182134346,3,0.79476126902707,1.15512441399294,-0.139123013654589,-0.151624537316773,-0.249006094711136,-1.7820129766387,-1.92286383291491,NA,NA,-0.0781838676811051,0.681386278753302,0.302937013255009,0.485961243041563,1.64176313929885,1.38696492659628,-0.737283254210477,-0.608826989680726,0.201824475394454,-1.01158330078673,-0.966990931664873,NA,0,0,0,0,0,0,0,0,-3,0,0,0,-0.262744663706437,0.609149878198444,0.57751919295384,0.16027194145397,0.901009351355406,NA,0.333232928318805,0.028339766382665,2.22013813659598,2.21579180071241,1.64972934230937,-2.36736355359462,0.572475420681358,NA,-1.03398182528663,-1.53083286204688,-1.42809574890925,-1.82064771174435,0.0904775857789815,1.12658925729161,1.13992642394709,1.25145523755205,0.256421694432718,0.575329341565559,-0.0797159270978021,0.536625642129668,0.343859566760124,0.777975711097855,0.721500614512424,1.14899191875052,0.0367398180727808,1.13858279292532,1.36287752615789,0.473816715184084,-1.12756360376631,-0.504635347842914,-0.638288544038786,-1.10465817708288,-0.339958293673901,0.559910252016891,1.42126004518699,-0.412154287414199,-0.863698742681256,-0.991380524383582,0.233363497308203,-1.02829728888521,-1.17869975095334,0.0367846636537802,-0.371316591488811,-0.899974729070483,-0.4081298083023,-0.984907066280499,-0.233569915730375,-0.0929915102457159
"7",15,"ADSK ","Autodesk, Inc.                                     ","L",2009-06-01,"Information Technology    ",-0.608559267476718,-0.7464071653968,-0.632690511930933,-0.579171427024182,-0.874818557452889,-0.888481819393649,-0.266659287672187,-0.23958891548213,-0.197287015653591,-0.626247279217035,-0.656087824783454,-0.838057227032291,-0.566152127006058,-0.58384064748418,-0.574117374818621,-0.774923955424168,-0.720037244630346,-0.502930836485015,-0.966622657910257,0.15452350376857,0.493427796624431,-0.485706846015022,0.754091462708451,0.295616594275071,-0.218965469454511,-0.393882839389578,NA,NA,1.39481808263764,-0.867871425098398,0.987559097687025,-1.29734359765072,-0.176010687998966,-1.31257262863779,0.0520234880494758,-0.195215599925583,-0.00231626761065694,-0.0226862450367861,-0.198311182510942,NA,0,0,0,0,0,0,0,0,3,0,0,0,0.632197888151886,-0.130471893240511,-0.0641833117558195,-0.0725395806454378,-1.10077903625799,NA,0.464121225226449,1.77818507043343,-0.767376363526159,-0.798902070930424,-0.793846375625397,-1.26887147847109,1.21147702203466,NA,1.46153147730003,-1.53083286204688,-0.832262739121932,0.194298722157605,-0.126681348504481,-0.694565440550616,-0.712167299662505,0.00944199345606807,0.1084110540655,0.139316819257966,-0.183055984994533,0.138233474842751,-0.205618439688729,-0.0943176677835779,-0.117991136348799,-0.153218288291318,0.744865742681178,1.92781337463364,-0.577138390946109,-0.154270232419814,0.752185065532612,0.445467187897982,0.0118473154446199,-1.45201914254151,0.504404988281194,0.0131996870050914,1.16539882447223,0.412952671341702,0.755513794690095,1.61469281209021,0.114539948342882,0.725655387107701,0.226478520602928,0.189378689443826,0.86046698333099,0.741739033541157,0.838805052769111,0.17456923004057,-0.776856819752445,0.0354176299332938
"8",26,"AKAM ","Akamai Technologies, Inc.                          ","L",2009-06-01,"Information Technology    ",-0.109454772047686,0.0937208413314262,0.224014019715954,-0.579171427024182,-0.874818557452889,-0.888481819393649,0.890801495957531,0.819202241438075,0.0424402431778952,0.0178981895111725,-0.136835300303577,-0.360008210503308,-0.706131120448321,-0.715275145456861,-0.719372130422206,0.325260502154997,0.350311331157101,-0.716557049117877,0.734649885716819,0.190217403525164,-0.140872417138319,-0.795133997684192,-0.505861175804998,-0.405585834047033,0.472579371696764,0.750467713314457,NA,NA,0.192884551201731,0.585370685449677,-0.00825348882090153,0.641689144692313,0.00596041054521878,1.27513608555127,-0.878177200876859,-0.769526532644932,0.988374477345443,-0.950348790403543,-0.800422275145527,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.760046824131647,1.78242890105038,1.4107603783595,1.55343430669619,-0.551749579187883,NA,0.106631797847692,-0.135469655711762,-0.495470836181531,-0.319664854891585,-0.453546665068177,2.33565474144061,0.59753112995478,NA,1.46153147730003,1.55434875173706,1.78143264134325,0.884715492718316,-0.422807060299854,0.30233855023551,0.544002498577302,0.479901555613638,-0.495034367962274,-0.116522052878958,-0.640728685395529,-0.530920545041933,0.214371746454643,-0.274088793493191,-0.371037123756837,-0.505215391044475,2.18640931436614,0.0870154231877843,0.767638777128697,-1.45145172439114,-0.60660275599616,-0.339521724600042,0.748544888960303,1.8562731298435,-0.270131509291509,-0.485447124632625,-0.472611905400543,-0.15061754287136,-1.41710210798431,-0.768696618733291,-0.853146075248823,-0.795191801551999,-0.466202728589874,-0.636014526413508,-1.06113881646206,-0.807536024371335,-0.749992260979735,0.0453699927087351,-0.742817096844417,0.804694278919168
"9",29,"ALTR ","Altera Corporation                                 ","L",2009-06-01,"Information Technology    ",-0.974446506089529,-1.05978250392444,-1.43358359483308,0.37352025538604,0.414408779382498,0.662045392121186,-0.193422033223051,-0.199359689077612,-0.407608213161198,-0.78230530784112,-0.893317729432727,-1.14864949875882,-0.731589816421915,-0.738209339402595,-0.769118895981649,-0.847243281035031,-1.10038371911305,-0.80478695177007,-0.691794972643687,0.732566315513293,0.0211477410027178,-0.713363490297674,-0.242605375076983,-0.616631616394756,0.268445050306153,-0.0838609031820751,NA,NA,0.263741208209183,-0.607900217193024,1.28174944251705,-0.995638721649159,1.14954876193438,-0.734511053900482,-0.73955865618601,-0.584495992045443,-0.709800439046217,0.444435737971613,1.06295509267427,NA,0,0,0,0,0,0,3,3,3,0,0,0,0.120802144232845,0.221894220171979,0.574323743956728,1.1012168564722,-0.81974608624485,NA,1.42431327027448,1.08007995703425,0.500712883502948,0.59829170088365,-0.0948684555105654,-0.253732390611543,-0.0571989391000212,NA,0.248917424158861,-0.14462124665706,-0.958404443964123,-0.381849473962596,0.145754306347261,-0.136443257713427,0.646160885783551,0.601497257832825,0.169880779197599,-0.0106871309439898,0.497631361521417,0.832344753354001,0.153695327345267,-0.315386133404165,-0.536762380792787,-0.60310876192224,-0.0175106785880196,0.832414723474385,1.08830740328219,0.429725644873928,0.284848214601624,-1.74931171341383,-0.851806599139085,0.1145285730053,0.301170809779057,-0.386304946887395,-0.680857099246607,-1.05663663466635,1.09330402446382,-0.622670902213637,0.686995117362424,0.604520578845816,-1.01046261134842,-0.676150066082981,0.558540455789984,-0.260347128634298,-0.960487107043045,-0.83204722212416,0.41822442346767,-1.05266645278918
"10",31,"AMAT ","Applied Materials, Inc.                            ","L",2009-06-01,"Information Technology    ",0.0674530713483321,0.0884944232830097,3,1.06231096382721,0.803291246749281,0.767814846538211,-1.85042084287199,-1.34937728493457,-0.869292733735596,-1.68068531055996,-1.197508309135,-0.773567822770868,-0.650292550104825,-0.599258809419955,-0.571633435579515,0.138879808308505,-1.91956607089596,-0.645809388383782,-0.289452826174803,0.146936496467072,-0.491271477101739,-0.465741393999127,-0.488142823995018,-0.507751311041058,0.840713459500405,0.239147030217701,NA,NA,-1.0504334437709,-1.84688912383613,-2.01774602940646,-1.8446574316647,0.702859629361759,-1.37446129063074,0.980017677453823,1.71523191187376,2.18536935593572,1.18152761199076,1.26691145050898,NA,0,0,-3,0,0,-3,0,0,0,0,0,0,0.887895760111407,-1.15578759774735,-1.20764193522655,-1.05854842926987,-2.02849210466102,NA,0.02568915901324,-0.555488563489697,-0.808677694424604,-0.810442591092747,-0.755289730274172,-0.0388010531556473,0.443829344912104,NA,1.46153147730003,-0.218350361425979,-0.640554650066562,-0.295394789837529,-0.600482487377077,-1.06103047057898,-0.0519214267924862,-0.20093787228824,-0.103561327317551,-0.0484623676308139,-0.475155295115345,-0.295274662749354,-0.482390826600335,-1.03744033244526,-0.620569666368933,-0.506903006884479,-1.15057848984589,-0.901438338737756,-0.977817785283998,-0.377115499527058,-1.45881957535691,-0.912157857624059,-0.124160738130189,-0.419691930838331,0.5267106179149,-0.0598948553734388,-0.394932272344869,-0.245380475266897,-0.736362745264873,-0.0347879683342418,0.759416180183461,-0.596451390863727,-0.607646519905316,-0.153902513725425,0.168172407819598,-0.638548873014766,-0.65168855197401,-0.499390827571978,-0.562911212699669,-0.700844984272815
