"FactSet Universal Screen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","GICS","","GICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","GICS","Ind","GICS","Sub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Company","","SEDOLCHK","ISIN","Sector","Group","Ind","Ind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Div","","","","","","","","","","","","","","","","","","","","","","","","","Report","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Company Name","Symbol","Symbol","Name","Name","Name","Name","EC DATEN","TradingDay","TotRet1D","PriceRet1D","PriceRet10D","PriceRet20D","PriceRet50D","PriceRet100D","PriceRet200D","PriceClose","PriceOpen","PriceHigh","PriceLow","PriceHigh52W","PriceLow52W","VWAP","VolumeDaily","ShortInterest","MA10","MA20","MA50","MA100","MA200","DividendPS","SharesOutstanding","SharesLessCloselyHeld","CloselyHeldShares(%)","MarketValue","EPSMeanFY1","EPSMeanFY2","EPSMeanFY3","EPSMeanFY1Last3M","EPSMeanFY1Last6M","EBITDAMeanFY1","EBITDAMeanFY2","EBITDAMeanFY3","EBITDAMeanFY1Last3M","EBITDAMeanFY1Last6M","FCFPSMeanFY1","FCFPSMeanFY2","FCFPSMeanFY3","FCFPSMeanFY1Last3M","FCFPSMeanFY1Last6M","DPSMeanFY1","DPSMeanFY2","DPSMeanFY3","DPSMeanFY1Last3M","DPSMeanFY1Last6M","BPSMeanFY1","BPSMeanFY2","BPSMeanFY3","BPSMeanFY1Last3M","BPSMeanFY1Last6M","SalesPSMeanFY1","SalesPSMeanFY2","SalesPSMeanFY3","SalesPSMeanFY1Last3M","SalesPSMeanFY1Last6M","EPSMeanStdFY1","EPSMeanStdFY2","EPSMeanStdFY3","EBITDAMeanStdFY1","EBITDAMeanStdFY2","EBITDAMeanStdFY3","Earnings FY1 UpDngrade(3M)","Earnings FY2 UpDngrade(3M)","Earnings FY3 UpDngrade(3M)","Earnings FY1 UpDngrade(6M)","Earnings FY2 UpDngrade(6M)","Earnings FY3 UpDngrade(6M)","EBITDA FY1 UpDngrade(3M)","EBITDA FY2 UpDngrade(3M)","EBITDA FY3 UpDngrade(3M)","EBITDA FY1 UpDngrade(6M)","EBITDA FY2 UpDngrade(6M)","EBITDA FY3 UpDngrade(6M)","EPS FY1 Analyst Coverage","EV_EBITMeanF12M","EV_EBITDAMeanF12M","EV_FCFMeanF12M","EV_SalesMeanF12M","EPS_LTGMean","PEGMean","EBITDAMarginMeanF12M","EBITMarginMeanF12M","NetMarginMeanF12M","ROICMean","AssetTurnMeanF12M","NetdebtEbitdaMeanF12M","Capex_SalesMeanF12M","EPSPast","FCFPSPast","SalesPSPast","EV_EBIT(12M)","EV_EBITDA(12M)","Payout","ROIC(1Y)","CashFlowROIC(1Y)","InvestedCapitalPS","CapexPS","DebtCapital","DebtTotalAssets","DebtEBITDA","CashFlowOpsPS","CashFlowInvPS","CashFlowFinPS","CashDivCashFlow","NetCashTotalDebt","ShareRepurchaseAmtANN","ShareRepurchaseAmtQTR","ShareSalesAmtANN","ShareSalesAmtQTR","NumInsiderBuy","NumInsiderSales","NumShsBuy","NumShsSold","SharesChg3M","SharesChg6M","SharesChg12M","FERating","Date","EPSMeanLTMSlope(6M)","EPSPastSlope(6M)","EPSPastSlope(12M)","EPSPastSlope(36M)","EPSPastSlope(60M)","EPSPastSlopeStd(36M)","EPSPastSlopeStd(60M)","SalesPSPastSlope(6M)","SalesPSPastSlope(12M)","SalesPSPastSlope(36M)","SalesPSPastSlope(60M)","SalesPSPastSlopeStd(36M)","SalesPSPastSlopeStd(60M)","NetMarginPastSlope(12M)","NetMarginPastSlope(36M)","PriceSlope20D","PriceSlope50D","PriceSlope100D","PriceSlope200D","PriceSlopeStd20D","PriceSlopeStd50D","PriceSlopeStd100D","PriceSlopeStd200D","MoneyFlow14D","MoneyFlow50D","MoneyFlow200D"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTHR","United Therapeutics Corporation","2430412","US91307C1027","Health Care","Pharmaceuticals Biotechnology & Life Sciences","Biotechnology","Biotechnology","20070208.0","20070208.0","-4.4687214","-4.4687214","-14.473688","-17.495716","-11.139852","-19.632418","-13.364559","24.05","25.53","25.575","24.05","34.09","23.5","24.60615","3654364.0","42","26.057224","27.220333","27.333511","28.081306","27.897799","0.0","46.432","37.362612","13.00937","1031.5526","0.953","1.029","1.216667","0.94875","0.904286","1.1219935","1.9938836","42","1.1227672","1.1657032","42","42","42","42","42","0.0","42","42","0.0","0.0","6.3675","5.5725","42","6.395","5.960001","3.3070135","3.755341","4.1544085","3.3040407","3.30545","0.254573","0.205408","0.442446","42","42","42","42","42","1.0","0.0","0.0","0.0","42","42","42","0.0","-1.0","42","5.0","42","42","42","42","30.5","0.82741296","52.500122","24.988886","23.315239","42","42","42","42","0.935","0.983123971586","2.87849660874","30.8784920131","28.8968578146","0.0","18.646868","24.934166","6.452029","0.35221675","0.00327207285816","0.00302242640392","0.000222744709813","1.28442428864","-1.3897959","-0.6398311","42","711200.0","157.686","115.455","14.445","3.208","0.0","3.0","0.0","-58000.0","-0.07624054","-0.06504494","-0.07220423","1.2","20070220","-0.0143616935","-0.0444285714286","-0.0168356643357","0.0483172458172","0.0404876354543","0.00270838082105","0.0012609502859","0.0767803360788","0.0708703057808","0.0497523715976","0.044488578861","0.0020444593054","0.000957761514023","-1.6709538021","2.06559360051","-0.009112888","-0.0012074149","-0.0002624716","0.0003853576","-7.705523","-2.84915","-1.521718","6.073963","0.23677625","0.58122736","0.9014913"
"BRKS","Brooks Automation, Inc.","2145460","US1143401024","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","20070208.0","20070208.0","-0.8306682","-0.8306682","11.574411","9.992922","12.872732","9.2957735","46.277107","15.52","15.59","15.76","15.37","17.39","10.56","15.5814","689839.0","42","14.413334","14.211999","14.315136","14.1828785","13.774691","0.0","75.354","65.303721","13.42656","1174.5071","1.099764","1.206","0.83","0.77064","0.796695","1.2461406","1.1352085","0.99852693","0.9771656","0.9991245","42","42","42","42","42","0.0","42","42","0.0","0.0","11.176666","17.05","42","9.413333","9.422501","9.805213","9.779176","9.355841","9.061017","9.1161175","0.160858","0.399475","42","20.09136","35.578075","42","42","0.0","0.0","-1.0","0.0","0.0","0.0","0.0","-1.0","0.0","0.0","-1.0","11.0","12.145989","10.331647","13.2549515","1.2724173","11.5","1.2271408","12.315725","10.476028","8.740544","42","42","-2.532698","2.1744003","0.34","0.632394875296","9.27574065893","23.5720838423","12.1291773345","0.0","4.0911627","10.15462","10.559827","0.23724513","0.00162673450567","0.0013097220669","0.000199303969215","0.872752587119","0.25201845","-2.2643075","0.0","501476.923077","0.0","0.0","3.659","0.367","0.0","0.0","0.0","0.0","0.0042865276","0.0041265488","0.015199065","1.7727273","20070206","0.040757913","0.117714285714","0.0594055944056","0.0880617760618","0.333021394832","0.0169284621406","0.0799175544795","0.463498878271","0.0664243084111","-0.0618898646589","-0.0793316757233","0.0312184704244","0.0164617109534","0.702205952711","0.539893873128","0.00032761903","0.0008811801","0.00043484726","0.0011104993","0.20525931","2.8690803","3.5718915","13.703461","1.594178","1.5076052","1.285653"
"MMSI","Merit Medical Systems, Inc.","2580555","US5898891040","Health Care","Health Care Equipment & Services","Health Care Equipment & Supplies","Health Care Supplies","20070208.0","20070208.0","0.2455473","0.2455473","3.223765","8.866668","5.5591464","3.2890558","17.736126","13.064","12.984","13.2","12.984","13.432001","8.4800005","13.10168","40123.75","42","12.886222","12.568","12.592649","12.732426","11.965781","0.0","34.29125","30.3335570147","12.22611","447.9809","0.37","0.486","0.568","0.38","0.354","42","42","42","42","42","42","42","42","42","42","0.0","42","42","0.0","42","4.12","42","42","4.12","3.992","5.4999557","6.161504","6.7655745","5.5107856","5.516877","0.02104","0.026432","42","42","42","42","0.0","0.0","42","0.0","0.0","42","42","42","42","42","42","42","4.0","42","42","42","42","15.0","2.353874","42","12.204542","7.869292","42","42","42","42","0.376","-0.0831196670639","5.16252603805","18.7089729186","13.4011611148","0.0","9.467802","11.450013","4.2394195","0.5422083","0.00275148580233","0.00225852168463","0.00014213630872","0.442720404293","-0.7068567","0.09853826","0.0","391350.0","0.0","0.0","3.539","1.734","42","42","42","42","0.003034711","0.007565975","0.011242986","1.375","20070315","-0.0016672245","-0.00457142857143","-0.0102097902098","-0.00448256113256","0.00353833842734","0.000499500557373","0.000616737364304","0.0487576819411","0.0479304801461","0.035228424104","0.0339086801565","0.000811163929441","0.000450942529086","-0.288367593626","-0.200225245619","0.004414399","-0.00090670376","0.0011434362","0.0019038727","5.5502224","-3.3650877","6.673974","28.768015","1.9017885","1.1710409","1.3730252"
"MANT","ManTech International Corporation Class A","2825308","US5645631046","Information Technology","Software & Services","IT Services","IT Consulting & Other Services","20070208.0","20070208.0","0.47738552","0.47738552","5.764103","7.836044","-2.8509438","5.049908","31.014275","35.78","35.48","35.81","35.48","38.75","25.75","35.6951","69452.0","42","34.84222","34.406666","35.96487","35.655067","33.25876","0.0","33.73129","16.769066","50.75522","667.51166","1.605833","1.81","2.045","1.608","1.631","3.0771136","3.47526","3.8421302","2.9876134","3.156705","2.44","1.44","42","2.44","0.41","0.0","42","42","0.0","0.0005","12.398334","14.6","42","12.398334","12.363334","33.70716","37.39245","41.69571","33.92424","34.782703","0.043788","0.05099","0.049329","2.802217","2.90802","1.697063","-1.0","-1.0","42","0.0","0.0","42","1.0","1.0","42","0.0","0.0","42","12.0","10.6248665","9.395487","19.98475","0.8723432","17.0","1.3106629","9.284705","8.210392","5.0205674","42","42","-0.7856196","0.56118923","1.39","2.85836158636","32.6011832271","11.5459282346","10.4439796974","0.0","14.063704","25.330202","12.688997","0.11725961","0.00970701007911","0.00734571377601","0.000408405371503","2.97605432589","-0.15002073","-1.8164388","0.0","240704.761905","0.0","0.0","16.79","6.535","42","42","42","42","0.0","0.008486867","0.036386847","1.625","20070228","-0.0025967087","0.0117142857143","0.00674825174825","0.014416988417","0.0107192414431","0.00336884462086","0.00203930184568","0.283068167413","0.391064207796","0.328359595063","0.278501717388","0.00834997562002","0.0113599719829","-0.0259977270432","0.0528878236446","-0.0016777209","-0.0014959627","0.0009915","0.00096652907","-1.0830703","-4.759623","6.877949","9.270644","3.9837723","1.1456927","1.0452925"
"MANH","Manhattan Associates, Inc.","2239471","US5627501092","Information Technology","Software & Services","Software","Application Software","20070208.0","20070208.0","-4.365903","-4.365903","-0.54053664","-2.0234287","-10.418695","-6.5357265","52.9086","6.9","7.0525","7.06","6.815","7.8","4.42","6.9184","2855560.0","42","6.998889","6.9818335","7.220946","7.252295","6.5867405","0.0","108.984","109.825616","0.55668","751.9896","0.28889","0.3325","0.362068","0.252462","0.239038","42","42","42","0.40445808","0.41567516","0.3525","0.3725","42","0.27","0.27","0.0","42","42","0.0","0.0","2.03625","42","42","1.996875","1.9545","2.9021573","3.1580186","42","2.6497986","2.6034782","0.02058","0.021794","42","42","42","42","-1.0","0.0","0.0","0.0","0.0","0.0","42","42","42","-1.0","42","42","10.0","42","42","42","42","12.9","1.8515135","42","16.373156","10.049202","42","42","42","42","0.18","0.338212803146","2.5436876411","16.334919334","11.8867228293","0.0","9.314626","21.075653","2.0227392","0.08070851","0.0174830805188","0.012973002499","0.000792393026941","0.417149151555","-0.2777933","-0.22651625","0.0","120586.842105","16.029","0.0","16.156","11.032","0.0","0.0","0.0","0.0","0.009896636","0.0036097765","-0.01567918","2.05","20070207","0.004360488","0.00685714285714","0.00329545454545","-0.000983590733591","-4.23728813559e-05","0.000247190916706","0.000169584696999","0.044632936306","0.0438269862888","0.0293269358113","0.0196547196049","0.00131672350509","0.000831892767225","0.00235026391277","-0.185085880218","-0.0014440229","-0.0016369431","0.0012778102","0.0026694231","-2.5407772","-6.5959783","7.178077","32.809242","1.7224737","1.2224096","1.4423217"
