"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",2957,2926,2564,2911,2858,2940,2849
"2","1","0",0,710,604,675,693,721,672
"3","0","1",0,31,393,46,99,17,108
"4","1","1",739,29,135,64,46,18,67
"5",NA,NA,6.783346532341,4.61796273716667,1.77035886398864,5.15519338754545,2.79338840586207,5.12867759428571,3.43002669482857
