"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",897,871,747,874,861,889,863
"2","1","0",0,179,125,167,198,197,160
"3","0","1",0,26,150,23,36,8,34
"4","1","1",225,46,100,58,27,28,65
"5",NA,NA,7.26403727911111,4.54986068125,1.944410411144,4.52082163744444,0.787582548888889,6.39315406583333,4.18494665424242
