"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",2165,2114,1745,2150,2157,2162,2097
"2","1","0",0,484,385,467,520,519,481
"3","0","1",0,51,420,15,8,3,68
"4","1","1",541,57,156,74,21,22,60
"5",NA,NA,9.45525207966728,6.56657913185185,3.3295447224566,9.93525145280899,8.03094061724138,11.03855334,5.97685432492187
