"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",897,852,765,845,863,877,861
"2","1","0",0,156,136,137,171,165,155
"3","0","1",0,45,132,52,34,20,36
"4","1","1",225,69,89,88,54,60,70
"5",NA,NA,7.26403727911111,4.50600128230702,1.64999295527602,3.61201791737857,3.23637795367045,5.067087318375,3.80976423710377
