"","Date","SecId","output","bin.output","ksvm","nnet","rf","ada","ksvm.prob.0","ksvm.prob.1","nnet.prob","rf.prob.0","rf.prob.1","ada.prob.1","ada.prob.2","votes","voted","all.prob","voted.prob","type"
"1",2013-12-02,10,6.168437,"0","0","0","0","0",0.856470998834896,0.143529001165104,0,0.972,0.028,0.986859287731911,0.0131407122680888,0,0,0.0461674283582982,0,"test"
"2",2013-12-02,11,2.7643204,"0","0","0","0","0",0.915724628271748,0.0842753717282515,0,0.908,0.092,0.996558647705631,0.00344135229436931,0,0,0.0449291810056552,0,"test"
"3",2013-12-02,112,6.8952084,"0","0","0","0","0",0.908372289260074,0.0916277107399265,0.295585622765415,0.558,0.442,0.862711252773532,0.137288747226467,0,0,0.241625520182952,0,"test"
"4",2013-12-02,113,6.1953664,"0","0","0","0","0",0.893960721651942,0.106039278348058,0,0.938,0.062,0.998666674461548,0.00133332553845155,0,0,0.0423431509716275,0,"test"
"5",2013-12-02,114,5.503297,"0","0","0","0","0",0.960790637832777,0.0392093621672231,0,0.982,0.018,0.998480235105632,0.00151976489436858,0,0,0.0146822817653979,0,"test"
"6",2013-12-02,118,7.597232,"0","0","0","1","0",0.854682211156749,0.145317788843251,0,0.384,0.616,0.672703137753658,0.327296862246342,1,0,0.272153662772398,0,"test"
"7",2013-12-02,119,8.751715,"1","0","0","0","0",0.831830751500039,0.168169248499961,0,0.738,0.262,0.907842338214383,0.0921576617856166,0,0,0.130581727571394,0,"test"
"8",2013-12-02,13,0.57133436,"0","0","0","0","0",0.814612201476387,0.185387798523613,0,0.922,0.078,0.996560522088456,0.00343947791154365,0,0,0.0667068191087891,0,"test"
"9",2013-12-02,14,9.104109,"1","0","1","0","0",0.87652433855615,0.12347566144385,0.995103614207011,0.538,0.462,0.8467587323085,0.1532412676915,1,0,0.43345513583559,0,"test"
"10",2013-12-02,148,6.499529,"0","0","0","0","0",0.916294159849444,0.0837058401505559,0,0.666,0.334,0.829818145955449,0.170181854044551,0,0,0.146971923548777,0,"test"
"11",2013-12-02,149,5.6518435,"0","0","0","0","0",0.940650467928238,0.0593495320717617,0,0.876,0.124,0.976301890569765,0.0236981094302344,0,0,0.051761910375499,0,"test"
"12",2013-12-02,15,9.95084,"1","1","0","1","1",0.00418654559176923,0.995813454408231,0,0.228,0.772,0.223941110559753,0.776058889440247,3,1,0.63596808596212,1,"test"
"13",2013-12-02,155,6.567788,"0","0","0","0","0",0.789337276705069,0.210662723294931,0,0.844,0.156,0.992009962684061,0.00799003731593901,0,0,0.0936631901527176,0,"test"
"14",2013-12-02,173,16.94628,"1","0","1","1","1",0.30883824125499,0.69116175874501,1,0.338,0.662,0.336133883662485,0.663866116337515,3,1,0.754256968770631,1,"test"
"15",2013-12-02,178,10.696877,"1","0","1","1","1",0.364615141253441,0.635384858746559,0.99988684961176,0.376,0.624,0.37091736114798,0.62908263885202,3,1,0.722088586802585,1,"test"
"16",2013-12-02,179,5.9194922,"0","0","0","0","0",0.904392289116572,0.0956077108834282,0.128438014742038,0.936,0.064,0.993692797176256,0.00630720282374428,0,0,0.0735882321123026,0,"test"
"17",2013-12-02,180,7.266116,"0","0","0","0","0",0.752126108768152,0.247873891231848,0.475853381281284,0.63,0.37,0.973916195785122,0.0260838042148782,0,0,0.279952769182003,0,"test"
"18",2013-12-02,182,1.7923594,"0","0","0","0","0",0.820459618785809,0.179540381214191,0,0.896,0.104,0.992035316274148,0.00796468372585179,0,0,0.0728762662350107,0,"test"
"19",2013-12-02,188,-8.3529,"0","0","0","0","0",0.844662259089625,0.155337740910375,0,0.844,0.156,0.873738282100925,0.126261717899075,0,0,0.109399864702363,0,"test"
"20",2013-12-02,198,6.197846,"0","0","0","0","0",0.861988323281421,0.138011676718579,0,0.992,0.008,0.995509762676275,0.0044902373237248,0,0,0.037625478510576,0,"test"
"21",2013-12-02,203,6.403923,"0","0","0","0","0",0.955875183531752,0.0441248164682481,0,0.924,0.076,0.993050824935759,0.00694917506424086,0,0,0.0317684978831222,0,"test"
"22",2013-12-02,224,1.7454505,"0","0","0","0","0",0.843022132180969,0.156977867819031,0,0.92,0.08,0.995136668323011,0.00486333167698889,0,0,0.0604602998740049,0,"test"
"23",2013-12-02,227,8.721375,"1","0","1","1","0",0.789864105531413,0.210135894468587,1,0.312,0.688,0.818683629295457,0.181316370704543,2,0,0.519863066293282,1,"test"
"24",2013-12-02,232,6.525445,"0","0","1","0","0",0.845062353285518,0.154937646714482,0.999982451308205,0.932,0.068,0.993913900175056,0.00608609982494346,1,0,0.307251549461907,0,"test"
"25",2013-12-02,235,10.212315,"1","0","1","1","0",0.599117615218317,0.400882384781683,1,0.416,0.584,0.50200152196502,0.49799847803498,2,0,0.620720215704166,1,"test"
"26",2013-12-02,236,2.6358247,"0","0","0","0","0",0.938415797310668,0.0615842026893317,0,0.952,0.048,0.998966280775169,0.00103371922483061,0,0,0.0276544804785406,0,"test"
"27",2013-12-02,247,10.800195,"1","0","1","1","1",0.376266986989127,0.623733013010873,1,0.242,0.758,0.186005405099883,0.813994594900117,3,1,0.798931901977748,1,"test"
"28",2013-12-02,254,1.2566805,"0","0","0","0","0",0.905516925488408,0.0944830745115919,0,0.982,0.018,0.998151903880632,0.00184809611936802,0,0,0.02858279265774,0,"test"
"29",2013-12-02,26,3.351581,"0","0","0","0","0",0.879635346186308,0.120364653813692,0.343864333240412,0.808,0.192,0.961040165885177,0.0389598341148229,0,0,0.173797205292232,0,"test"
"30",2013-12-02,270,5.439806,"0","0","0","1","0",0.900643545246266,0.0993564547537339,0.0627406955446684,0.398,0.602,0.596118336361792,0.403881663638208,1,0,0.291994703484152,0,"test"
"31",2013-12-02,277,3.1640768,"0","0","1","0","0",0.768182797065641,0.231817202934359,1,0.892,0.108,0.983960675632226,0.0160393243677736,1,0,0.338964131825533,0,"test"
"32",2013-12-02,283,10.789037,"1","0","1","1","1",0.753658846576382,0.246341153423618,0.998665779871643,0.19,0.81,0.163731543555779,0.836268456444221,3,1,0.72281884743487,1,"test"
