"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",2464,2403,1985,2426,2448,2451,2392
"2","1","0",0,585,433,563,599,595,524
"3","0","1",0,61,479,38,16,13,72
"4","1","1",616,31,183,53,17,21,92
"5",NA,NA,8.72865027808442,-1.79678100728261,0.946564763941088,3.98309252572527,4.50078757760606,4.19316823767647,5.44331103323171
