"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",1126,1103,960,1053,1079,1105,1096
"2","1","0",0,266,209,221,255,270,259
"3","0","1",0,23,166,73,47,21,30
"4","1","1",282,16,73,61,27,12,23
"5",NA,NA,6.63359917269504,0.757525691538462,0.15593614548954,2.10886374758955,1.44717127372973,-0.308045978484848,0.395521377169811
