"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",1126,1107,936,1126,1126,1126,1104
"2","1","0",0,270,231,266,280,279,260
"3","0","1",0,19,190,0,0,0,22
"4","1","1",282,12,51,16,2,3,22
"5",NA,NA,6.63359917269504,0.0898613132258065,-0.150757281473029,7.0701099625,6.16110565,6.51458503333333,2.87346068809091
