"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",1056,1048,842,1023,1046,1047,1019
"2","1","0",0,245,221,206,250,253,233
"3","0","1",0,8,214,33,10,9,37
"4","1","1",264,19,43,58,14,11,31
"5",NA,NA,8.9738230375,7.85511913703704,0.530903900007782,7.56566299245055,6.78306048541667,6.5199289375,4.12816170367647
