"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",123,123,104,123,123,123,123
"2","1","0",0,29,28,20,24,29,28
"3","0","1",0,0,19,0,0,0,0
"4","1","1",31,2,3,11,7,2,3
"5",NA,NA,8.92268183548387,9.81681325,1.32773732409091,10.4871597727273,10.2123531428571,9.81681325,8.35557366666667
