"","Date","SecId","output","bin.output","ksvm","nnet","rf","ada","ksvm.prob.0","ksvm.prob.1","nnet.prob","rf.prob.0","rf.prob.1","ada.prob.1","ada.prob.2","votes","voted","all.prob","voted.prob","type"
"1",2013-12-02,109,-3.8765967,"0","0","0","0","0",0.948659743673032,0.051340256326968,0,1,0,0.999672352651486,0.000327647348514029,0,0,0.0129169759188705,0,"test"
"2",2013-12-02,111,11.517644,"1","1","0","1","1",0.150355878539527,0.849644121460473,0.000193433912018728,0.146,0.854,0.102229557336468,0.897770442663532,3,1,0.650401999509006,1,"test"
"3",2013-12-02,12,5.596113,"1","0","1","1","0",0.739434542903259,0.260565457096741,1,0.448,0.552,0.677259016306889,0.322740983693111,2,0,0.533826610197463,1,"test"
"4",2013-12-02,121,7.2209716,"1","0","0","0","0",0.906129344776071,0.0938706552239289,0.124984401500993,0.532,0.468,0.957704544963802,0.0422954550361981,0,0,0.18228762794028,0,"test"
"5",2013-12-02,141,1.2679338,"0","0","0","0","0",0.959695257473296,0.0403047425267044,0,0.984,0.016,0.999207286761359,0.000792713238641318,0,0,0.0142743639413364,0,"test"
"6",2013-12-02,154,1.1142492,"0","0","0","0","0",0.961849702530968,0.0381502974690324,0,0.95,0.05,0.99587768996462,0.00412231003538041,0,0,0.0230681518761032,0,"test"
"7",2013-12-02,197,-1.3636351,"0","0","0","0","0",0.963433701891235,0.0365662981087653,0,0.99,0.01,0.998048447792112,0.00195155220788763,0,0,0.0121294625791632,0,"test"
"8",2013-12-02,200,10.422444,"1","1","1","1","1",0.0297631238491698,0.97023687615083,0.999998975229425,0.074,0.926,0.051826121132014,0.948173878867986,4,1,0.96110243256206,1,"test"
"9",2013-12-02,226,-1.7616391,"0","0","0","0","0",0.909384149716937,0.090615850283063,0,0.914,0.086,0.997092774145182,0.00290722585481764,0,0,0.0448807690344701,0,"test"
"10",2013-12-02,230,0.18546581,"0","0","0","0","0",0.936949313597811,0.0630506864021889,0,0.962,0.038,0.99884447937192,0.00115552062807977,0,0,0.0255515517575672,0,"test"
"11",2013-12-02,251,-0.09815097,"0","0","0","0","0",0.914922029949885,0.0850779700501154,0,0.912,0.088,0.995742243586314,0.00425775641368594,0,0,0.0443339316159503,0,"test"
"12",2013-12-02,255,-1.8970728,"0","0","0","0","0",0.962385947916243,0.0376140520837573,0,0.992,0.008,0.999655392233865,0.000344607766135133,0,0,0.0114896649624731,0,"test"
"13",2013-12-02,258,2.379191,"0","0","0","0","0",0.958258319685971,0.0417416803140294,0,0.998,0.002,0.999548885846052,0.000451114153948228,0,0,0.0110481986169944,0,"test"
"14",2013-12-02,260,-6.1045113,"0","0","1","0","0",0.708006896607445,0.291993103392555,0.936777199892744,0.842,0.158,0.969598379006221,0.0304016209937789,1,0,0.354292981069769,0,"test"
"15",2013-12-02,261,1.659441,"0","0","0","0","0",0.883243258454557,0.116756741545443,0,0.948,0.052,0.997653213294475,0.00234678670552512,0,0,0.0427758820627421,0,"test"
"16",2013-12-02,275,-1.0156274,"0","0","0","0","0",0.94273635603424,0.0572636439657603,0,0.938,0.062,0.999086016354768,0.000913983645232439,0,0,0.0300444069027482,0,"test"
"17",2013-12-02,292,4.1297913,"1","0","0","0","0",0.87521391274382,0.12478608725618,0,0.922,0.078,0.97266914697258,0.0273308530274198,0,0,0.0575292350708998,0,"test"
"18",2013-12-02,297,-1.7362714,"0","0","0","0","0",0.941835879974835,0.0581641200251651,0,0.958,0.042,0.995696439111835,0.0043035608881654,0,0,0.0261169202283326,0,"test"
"19",2013-12-02,298,0.11621714,"0","0","0","0","0",0.941763956890538,0.0582360431094622,0,1,0,0.999693000395289,0.000306999604711422,0,0,0.0146357606785434,0,"test"
"20",2013-12-02,303,10.60878,"1","0","0","1","1",0.381968309605022,0.618031690394978,0.00244379695114441,0.214,0.786,0.48568397159872,0.51431602840128,2,0,0.480197878936851,0,"test"
"21",2013-12-02,304,3.2822251,"1","0","0","0","0",0.956352063842903,0.0436479361570972,0,0.968,0.032,0.999304730815173,0.000695269184827145,0,0,0.0190858013354811,0,"test"
"22",2013-12-02,357,-1.0262549,"0","0","0","0","0",0.968085720693704,0.031914279306296,0,0.998,0.002,0.999600179592196,0.000399820407804309,0,0,0.00857852492852507,0,"test"
"23",2013-12-02,361,-2.88679,"0","0","0","0","0",0.979097121647955,0.0209028783520445,0,0.996,0.004,0.999153689952075,0.000846310047925309,0,0,0.00643729709999246,0,"test"
"24",2013-12-02,368,1.597476,"0","0","0","0","0",0.954279575999387,0.045720424000613,0,0.87,0.13,0.997472105843175,0.00252789415682501,0,0,0.0445620795393595,0,"test"
"25",2013-12-02,386,-0.41832328,"0","0","0","0","0",0.980838809495006,0.0191611905049942,0.00480181517028299,0.984,0.016,0.999182848327324,0.000817151672676437,0,0,0.0101950393369884,0,"test"
"26",2013-12-02,407,-1.2954831,"0","0","1","0","0",0.948880385087282,0.0511196149127183,0.99998695208204,0.914,0.086,0.997262026478743,0.00273797352125707,1,0,0.284961135129004,0,"test"
"27",2013-12-02,421,-1.137805,"0","0","0","0","0",0.868935371425425,0.131064628574575,0,0.93,0.07,0.996252840388082,0.00374715961191771,0,0,0.0512029470466231,0,"test"
"28",2013-12-02,424,-6.863034,"0","0","0","0","0",0.885835446987691,0.114164553012309,0,0.966,0.034,0.994478065021091,0.00552193497890873,0,0,0.0384216219978044,0,"test"
"29",2013-12-02,427,7.1534634,"1","1","1","1","1",0.0903026511622027,0.909697348837797,1,0.228,0.772,0.26205407765664,0.73794592234336,4,1,0.854910817795289,1,"test"
