"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",1513,1453,1230,1449,1470,1477,1438
"2","1","0",0,314,276,309,324,330,309
"3","0","1",0,60,283,64,43,36,75
"4","1","1",379,65,103,70,55,49,70
"5",NA,NA,11.8860006973615,9.45512100432,5.04826498497409,9.41855909462687,10.1013140414286,10.6321175663529,8.70460336855172
