"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",827,815,696,820,821,824,805
"2","1","0",0,205,177,201,202,204,196
"3","0","1",0,12,131,7,6,3,22
"4","1","1",207,2,30,6,5,3,11
"5",NA,NA,3.87091020628019,-0.780271178928571,0.429371906782609,2.81580228923077,2.36723261772727,2.2274047325,1.07170253742424
