"","test.Actual","test.Predicted","test.actual","test.ksvm","test.nnet","test.rf","test.ada","test.voted","test.voted.prob"
"1","0","0",2464,2373,2013,2385,2436,2443,2319
"2","1","0",0,542,420,469,533,548,476
"3","0","1",0,91,451,79,28,21,145
"4","1","1",616,74,196,147,83,68,140
"5",NA,NA,8.72865027808442,1.41238228141212,0.988355674338485,5.88536905497345,7.44308345531532,6.44887945505618,3.03958031674035
