103,0
105,0
108,1
122,1
137,1
138,1
147,1
158,0
160,1
163,1
189,0
210,1
218,0
223,1
256,0
307,1
309,1
315,1
319,1
320,0
322,1
326,0
331,1
342,0
346,1
378,0
382,0
384,1
392,0
397,0
403,1
408,0
41,1
42,1
423,1
445,1
466,1
482,0
488,0
492,1
536,0
551,0
589,0
611,0
613,1
618,1
63,1
651,0
660,1
663,1
686,0
761,1
762,0
78,0
782,0
786,0
797,1
819,1
826,1
839,0
867,1
884,1
888,0
90,1
