10,0
11,0
112,0
113,0
114,0
118,0
119,0
13,1
14,1
148,1
149,0
15,0
155,0
173,1
178,1
179,0
180,0
182,0
188,1
198,0
203,0
224,1
227,0
232,0
235,1
236,0
247,0
254,1
26,0
270,0
277,0
283,1
289,0
29,0
3,1
31,1
311,1
312,1
314,1
334,0
338,0
344,1
347,1
383,1
391,1
410,0
420,1
426,1
430,0
433,1
44,0
446,0
449,1
462,0
469,0
475,1
48,1
484,0
491,1
494,0
496,0
504,0
506,0
507,0
519,0
522,0
523,0
527,1
528,0
533,0
537,0
540,0
549,1
561,0
564,0
567,0
570,0
586,0
595,1
596,1
598,0
602,0
604,0
614,1
621,0
631,0
632,1
633,1
635,0
642,0
650,1
678,1
679,1
683,1
684,0
687,1
689,0
69,0
690,0
691,1
695,0
698,0
699,1
714,0
725,1
735,1
743,0
744,1
749,1
75,1
768,0
774,0
775,1
781,1
783,0
789,1
798,0
8,1
802,0
804,0
813,0
816,1
821,1
823,1
831,0
833,0
834,1
840,1
842,1
855,0
860,0
864,1
872,0
882,1
900,0
