"FactSet Universal Screen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","GICS","","GICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","GICS","Ind","GICS","Sub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Company","","SEDOLCHK","ISIN","Sector","Group","Ind","Ind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Div","","","","","","","","","","","","","","","","","","","","","","","","","Report","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Company Name","Symbol","Symbol","Name","Name","Name","Name","EC DATEN","TradingDay","TotRet1D","PriceRet1D","PriceRet10D","PriceRet20D","PriceRet50D","PriceRet100D","PriceRet200D","PriceClose","PriceOpen","PriceHigh","PriceLow","PriceHigh52W","PriceLow52W","VWAP","VolumeDaily","ShortInterest","MA10","MA20","MA50","MA100","MA200","DividendPS","SharesOutstanding","SharesLessCloselyHeld","CloselyHeldShares(%)","MarketValue","EPSMeanFY1","EPSMeanFY2","EPSMeanFY3","EPSMeanFY1Last3M","EPSMeanFY1Last6M","EBITDAMeanFY1","EBITDAMeanFY2","EBITDAMeanFY3","EBITDAMeanFY1Last3M","EBITDAMeanFY1Last6M","FCFPSMeanFY1","FCFPSMeanFY2","FCFPSMeanFY3","FCFPSMeanFY1Last3M","FCFPSMeanFY1Last6M","DPSMeanFY1","DPSMeanFY2","DPSMeanFY3","DPSMeanFY1Last3M","DPSMeanFY1Last6M","BPSMeanFY1","BPSMeanFY2","BPSMeanFY3","BPSMeanFY1Last3M","BPSMeanFY1Last6M","SalesPSMeanFY1","SalesPSMeanFY2","SalesPSMeanFY3","SalesPSMeanFY1Last3M","SalesPSMeanFY1Last6M","EPSMeanStdFY1","EPSMeanStdFY2","EPSMeanStdFY3","EBITDAMeanStdFY1","EBITDAMeanStdFY2","EBITDAMeanStdFY3","Earnings FY1 UpDngrade(3M)","Earnings FY2 UpDngrade(3M)","Earnings FY3 UpDngrade(3M)","Earnings FY1 UpDngrade(6M)","Earnings FY2 UpDngrade(6M)","Earnings FY3 UpDngrade(6M)","EBITDA FY1 UpDngrade(3M)","EBITDA FY2 UpDngrade(3M)","EBITDA FY3 UpDngrade(3M)","EBITDA FY1 UpDngrade(6M)","EBITDA FY2 UpDngrade(6M)","EBITDA FY3 UpDngrade(6M)","EPS FY1 Analyst Coverage","EV_EBITMeanF12M","EV_EBITDAMeanF12M","EV_FCFMeanF12M","EV_SalesMeanF12M","EPS_LTGMean","PEGMean","EBITDAMarginMeanF12M","EBITMarginMeanF12M","NetMarginMeanF12M","ROICMean","AssetTurnMeanF12M","NetdebtEbitdaMeanF12M","Capex_SalesMeanF12M","EPSPast","FCFPSPast","SalesPSPast","EV_EBIT(12M)","EV_EBITDA(12M)","Payout","ROIC(1Y)","CashFlowROIC(1Y)","InvestedCapitalPS","CapexPS","DebtCapital","DebtTotalAssets","DebtEBITDA","CashFlowOpsPS","CashFlowInvPS","CashFlowFinPS","CashDivCashFlow","NetCashTotalDebt","ShareRepurchaseAmtANN","ShareRepurchaseAmtQTR","ShareSalesAmtANN","ShareSalesAmtQTR","NumInsiderBuy","NumInsiderSales","NumShsBuy","NumShsSold","SharesChg3M","SharesChg6M","SharesChg12M","FERating","Date","EPSMeanLTMSlope(6M)","EPSPastSlope(6M)","EPSPastSlope(12M)","EPSPastSlope(36M)","EPSPastSlope(60M)","EPSPastSlopeStd(36M)","EPSPastSlopeStd(60M)","SalesPSPastSlope(6M)","SalesPSPastSlope(12M)","SalesPSPastSlope(36M)","SalesPSPastSlope(60M)","SalesPSPastSlopeStd(36M)","SalesPSPastSlopeStd(60M)","NetMarginPastSlope(12M)","NetMarginPastSlope(36M)","PriceSlope20D","PriceSlope50D","PriceSlope100D","PriceSlope200D","PriceSlopeStd20D","PriceSlopeStd50D","PriceSlopeStd100D","PriceSlopeStd200D","MoneyFlow14D","MoneyFlow50D","MoneyFlow200D"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRM","salesforce.com, inc.","2310525","US79466L3024","Information Technology","Software & Services","Software","Application Software","20080208.0","20080208.0","0.0590086","0.0590086","-2.229482","-1.8711448","-21.726418","-9.756965","13.930559","12.7175","12.75","12.95","12.5775","16.38","9.31","12.735325","4149223.8","6.7282667","12.782223","13.036094","14.076959","13.924795","12.775688","0.0","472.4","42","42","6007.747","0.049467","0.100278","0.176691","0.040026","0.042553","0.16853698","0.2721683","0.42916173","0.1608426","0.14246517","0.269062","0.369687","0.445","0.241786","0.267083","0.0","0.0","0.0","0.0","0.0","0.816732","1.069395","1.465173","0.731839","0.712442","1.568312","2.1709056","2.868774","1.5783185","1.5824279","0.032565","0.039525","0.049718","27.316668","37.553596","40.84974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","45.6033","40.970642","28.230669","5.165073","41.714287","6.1631303","12.606765","11.326095","4.029967","42","0.7956905","-5.1725845","4.6533966","0.0236","0.243173390958","1.38336239144","868.001003599","99.5903527847","0.0","3.4891875","49.07298","0.84093666","0.089706615","0.00323940713866","0.00150270081574","0.000198794996483","0.330773354943","-0.31863996","0.17241198","0.0","1243392.30769","0.0","0.0","60.91","16.62","0.0","5.0","0.0","-1134400.0","0.0111300945","0.022484303","0.040528655","1.6206896","20080227","0.005737972","0.00346857142857","0.000901748251748","-0.000516409266409","-0.000384423897582","0.000313857184268","0.00030650278474","0.0431206603073","0.0397705849472","0.0293136385898","0.0288959743691","0.000698248799679","0.000703120180422","0.0334486788702","-0.248456346036","-0.004257656","-0.003614167","0.0005412966","0.0017114853","-3.7431583","-6.3739324","2.297436","16.18861","1.9304931","0.96600544","1.1724042"
"EHTH","eHealth, Inc.","B1G0F83","US28238P1093","Financials","Insurance","Insurance","Insurance Brokers","20080208.0","20080208.0","-1.8518567","-1.8518567","-13.484746","-17.690754","-25.168823","-12.741595","27.643967","24.38","24.84","25.2399","24.08","36.89","17.67","24.5457","426204.0","6.3920274","25.956669","27.621876","30.461079","31.269585","27.535343","0.0","24.22","23.743333","3.8219104736","590.4836","0.497","0.650588","0.820192","0.5","0.472857","0.76422936","1.092024","1.4728014","0.779743","0.7792454","0.69","1.03","1.42","42","42","0.0","0.0","0.0","0.0","0.0","4.945","5.746666","10.86","4.9475","5.05","3.6253114","4.8021784","6.317878","3.7666576","3.8610227","0.014181","0.046116","0.094896","0.613823","2.658523","6.328695","42","0.0","1.0","1.0","0.0","0.0","42","42","42","0.0","0.0","0.0","10.0","18.80838","16.357351","15.752607","3.7324028","25.0","1.962173","22.817894","19.844362","16.01642","42","0.798043","-5.1662555","2.0348577","0.8057","0.823896736854","3.08319689297","42","42","0.0","32.26987","36.917812","4.489599","0.06300895","0.007182811532","0.0065562485146","42","0.883410120702","-1.4241313","3.1498024","0.0","290012.5","0.0","0.0","6.616","1.525","0.0","5.0","0.0","-55621.0","0.041227818","0.075011015","0.11381924","1.85","20080214","0.009780125","0.0","0.0","0.0","0.0","4.53246651837e-17","4.53246651837e-17","0.0477475972328","0.0477475972328","0.0477475972328","0.0477475972328","0.0159158657443","0.0159158657443","-0.2389925818","-0.2389925818","-0.016394792","-0.0039394414","0.0007064261","0.0033296042","-17.531397","-5.6607504","2.1436145","25.81529","0.66604656","0.7767862","1.1776919"
"COHR","Coherent, Inc.","2208374","US1924791031","Information Technology","Technology Hardware & Equipment","Electronic Equipment Instruments & Components","Electronic Equipment & Instruments","20080208.0","20080208.0","0.68519115","0.68519115","9.523809","12.076271","3.725493","-19.359749","-14.842236","26.45","26.25","26.45","26.05","33.38","22.1","26.277","86687.0","0.0","25.802223","25.049374","24.571623","26.677946","28.6138","0.0","31.545","31.425365","0.40135","834.36523","1.435","1.49","42","1.495","1.526667","42","42","42","42","2.0451338","42","42","42","42","42","42","42","42","42","0.0","42","42","42","42","21.79","20.256792","21.878302","42","18.75141","19.333994","0.148492","42","42","42","42","42","-1.0","-1.0","42","0.0","-1.0","-1.0","42","42","42","42","42","42","2.0","42","42","42","42","17.0","1.0842386","42","8.92442","7.1672897","42","42","42","42","0.5","1.35523378582","18.1343288084","19.8247469449","10.097757174","0.0","1.8878509","7.8845677","24.443047","0.68772787","0.0038909698372","0.00316589278176","0.0004332567913","2.00962292609","-0.3554513","-6.273309","0.0","222063.333333","0.0","0.0","3.783","0.0","42","42","42","42","0.0042660236","0.0042660236","0.0042660236","1.0","20080212","-0.0655269","-0.184","-0.0868181818182","0.00179794079794","0.0722389552654","0.00476209064369","0.00637654476208","-0.208445988427","-0.0148163738897","0.0891051187913","0.104407573644","0.00724547423291","0.00372423817384","-0.46474023317","-0.0736130372682","0.008533706","-0.0024313387","-0.0036855722","-0.0010669355","11.2912245","-4.2418423","-20.618803","-12.283852","3.303458","0.74402523","0.88557786"
"GPN","Global Payments Inc.","2712013","US37940X1028","Information Technology","Software & Services","IT Services","Data Processing & Outsourced Services","20080208.0","20080208.0","1.0518074","1.0518074","4.3442845","4.1463375","-9.788728","-19.196808","-0.54347515","38.43","38.02","38.59","37.37","48.18","30.0","38.2616","380700.0","3.6102047","37.777775","37.45062","39.780815","42.02781","41.391308","0.0","79.483","72.749155","10.05036","3054.5317","1.933352","2.187052","2.44739","1.934479","1.919143","3.5708387","3.917795","4.548054","3.6380684","3.536329","2.115","2.555","42","2.105","2.175","0.08351","0.103333","0.08","0.090769","0.092727","11.93718","15.438749","17.94225","11.812444","13.197599","15.582902","17.42894","19.584604","15.454613","14.699427","0.045252","0.08009","0.214419","16.985498","9.859409","7.098658","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","10.592336","9.051299","14.447893","2.0458138","15.085714","1.3176303","22.602434","19.314095","12.84428","42","0.88524574","-1.0317905","3.29768","1.77","2.06161866507","13.5787539527","13.2418318696","11.2088098948","4.5197740113","16.440966","23.452557","11.871935","0.47871873","0.0140927152318","0.0112200496382","0.00050061353388","2.52616992443","-0.6887133","-0.73538995","42","155572.180451","0.0","19.147","19.332","17.969","0.0","1.0","0.0","-5700.0","0.0072870255","-0.018037379","-0.013099432","1.54","20080103","0.014835641","0.00514285714286","0.00629370629371","0.02561003861","0.023696582384","0.000876071350194","0.000486633615017","0.163470636501","0.159863681819","0.131358619786","0.126143485094","0.00350018477989","0.00217661499903","-0.127543533599","0.0789288594099","0.0011997584","-0.0047354144","-0.0019645505","0.00034576523","1.8474861","-8.956408","-10.166871","3.8891826","1.0868312","0.56785476","0.92116064"
"GRMN","Garmin Ltd.","B3Z5T14","CH0114405324","Consumer Discretionary","Consumer Durables & Apparel","Household Durables","Consumer Electronics","20080208.0","20080208.0","0.99772215","0.99772215","-4.842615","6.0644507","-33.263416","-37.793297","-17.150301","66.81","66.1","67.94","65.0","125.68","50.01","66.0705","3648606.0","4.9265523","68.06778","66.47","78.104324","88.06887","96.01911","0.0","216.882","42","42","14489.886","3.616316","4.423158","4.99","3.545789","3.322489","4.119778","5.2816014","5.9502554","4.103525","3.8351235","2.1","2.656667","42","2.1","1.67","0.7506","0.75","42","0.707956","0.594213","9.807","13.257143","17.24","9.595455","9.068256","13.819247","19.484234","23.42375","13.497601","12.8622","0.075808","0.219166","0.28396","59.81662","67.34818","88.16504","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","0.0","0.0","0.0","19.0","11.933528","11.25196","17.521923","3.025961","18.960001","0.9743988","26.892746","25.3568","22.882921","42","1.0337329","-1.2287842","1.8822395","3.32","1.00550207574","11.6682166748","32.2633314248","30.3218009788","240.963855422","43.766052","40.192223","9.149741","0.8124173","0.0303653816521","0.0227934227934","0.000714692925014","3.03037925346","-0.39436495","-1.0657682","32.1682596926","110884.742952","7.78","7.78","17.008","1.65","42","42","42","42","0.0","0.0011124611","0.004855633","1.5952381","20080220","0.13730511","0.133142857143","0.116783216783","0.0684362934363","0.039875520978","0.00303146179881","0.00236751846254","0.515484760541","0.406060370701","0.232792036674","0.141193861071","0.0117725383307","0.00789937671797","-0.0181709527495","0.0378717900582","0.002672477","-0.013216913","-0.0055791116","0.0013895144","1.3493855","-15.70594","-13.053592","5.3815765","1.3281323","0.57288563","0.85339457"
