Version,ModelName,Sector,ForYear,ForMonth,Accuracy,Sensitivity,Specificity,Precision,Top10SecurityIds
44:21.6,AdaBoost,Telecommunication Services,2013,4,71.428571,66.666667,50,66.666667,"280,117,838,"
44:24.1,AdaBoost,Telecommunication Services,2013,5,28.571429,25,33.333333,33.333333,"280,480,838,"
44:26.6,AdaBoost,Telecommunication Services,2013,6,71.428571,66.666667,50,66.666667,"280,480,838,"
44:28.6,AdaBoost,Telecommunication Services,2013,7,57.142857,66.666667,50,50,"472,117,280,838,"
44:31.2,AdaBoost,Telecommunication Services,2013,8,85.714286,100,40,66.666667,"428,280,838,"
44:33.4,AdaBoost,Telecommunication Services,2013,9,14.285714,25,33.333333,25,"480,280,428,838,"
44:35.5,AdaBoost,Telecommunication Services,2013,10,42.857143,50,66.666667,50,"190,280,480,838,"
44:38.3,AdaBoost,Telecommunication Services,2013,11,57.142857,100,40,40,"117,190,280,480,838,"
45:05.0,AdaBoost,Utilities,2004,12,61.702128,70.833333,73.913043,60.714286,"177,19,401,101,102,143,145,153,166,18,"
45:09.4,AdaBoost,Utilities,2005,1,55.319149,55,40.740741,47.826087,"401,416,747,830,889,101,102,151,153,166,"
45:12.3,AdaBoost,Utilities,2005,2,61.702128,65.217391,62.5,60,"654,153,577,101,177,102,143,19,327,336,"
45:14.9,AdaBoost,Utilities,2005,3,42.553191,40,45.454545,45.454545,"374,830,101,102,143,153,18,327,336,356,"
45:17.9,AdaBoost,Utilities,2005,4,38.297872,39.285714,57.894737,47.826087,"351,889,894,123,143,153,177,18,191,327,"
45:20.5,AdaBoost,Utilities,2005,5,48.93617,47.826087,45.833333,47.826087,"534,177,101,102,143,153,18,19,332,356,"
45:23.3,AdaBoost,Utilities,2005,6,57.446809,63.636364,56,53.846154,"153,830,177,101,102,143,145,168,18,19,"
45:26.3,AdaBoost,Utilities,2005,7,46.808511,52.380952,42.307692,42.307692,"151,432,145,356,102,143,177,19,336,372,"
45:29.1,AdaBoost,Utilities,2005,8,53.191489,55.555556,34.482759,41.666667,"123,101,102,143,153,19,191,327,336,372,"
45:32.2,AdaBoost,Utilities,2005,9,48.93617,50,61.904762,54.166667,"191,534,101,102,123,143,145,19,327,336,"
45:34.9,AdaBoost,Utilities,2005,10,53.191489,51.724138,83.333333,65.217391,"102,101,143,166,177,19,191,336,372,401,"
45:37.9,AdaBoost,Utilities,2005,11,42.553191,45.833333,47.826087,44,"177,336,101,102,143,153,166,191,327,372,"
45:41.1,AdaBoost,Utilities,2005,12,53.191489,47.619048,38.461538,47.619048,"102,166,19,101,143,151,18,191,332,336,"
45:43.8,AdaBoost,Utilities,2006,1,70.212766,69.565217,66.666667,69.565217,"153,863,102,123,143,168,177,191,323,327,"
45:46.7,AdaBoost,Utilities,2006,2,44.680851,42.857143,34.615385,39.130435,"153,747,101,102,123,143,166,327,336,374,"
45:49.3,AdaBoost,Utilities,2006,3,48.93617,50,44,45.833333,"545,101,102,153,19,191,323,332,372,374,"
45:52.3,AdaBoost,Utilities,2006,4,61.702128,58.333333,60.869565,63.636364,"102,374,830,101,143,151,153,168,19,323,"
45:55.3,AdaBoost,Utilities,2006,5,48.93617,50,37.037037,41.666667,"863,894,101,102,143,151,153,166,168,191,"
45:58.2,AdaBoost,Utilities,2006,6,46.808511,45.833333,47.826087,47.826087,"332,734,894,101,153,19,191,327,351,356,"
46:01.2,AdaBoost,Utilities,2006,7,55.319149,53.846154,66.666667,60.869565,"191,101,102,123,153,168,19,327,332,351,"
46:04.0,AdaBoost,Utilities,2006,8,29.787234,33.333333,45,37.5,"332,101,102,123,143,145,151,153,19,327,"
46:06.9,AdaBoost,Utilities,2006,9,46.808511,55.555556,34.482759,37.037037,"123,151,19,374,476,101,102,143,145,153,"
46:09.9,AdaBoost,Utilities,2006,10,63.829787,65,48.148148,56.521739,"19,336,101,102,123,145,151,153,191,332,"
46:13.2,AdaBoost,Utilities,2006,11,51.06383,52,59.090909,54.166667,"123,323,830,894,431,101,102,145,153,168,"
46:16.3,AdaBoost,Utilities,2006,12,42.553191,45,33.333333,36,"372,153,18,577,101,102,143,151,168,17,"
46:19.2,AdaBoost,Utilities,2007,1,51.06383,40.909091,36,47.368421,"577,863,431,101,102,151,153,168,177,191,"
46:22.2,AdaBoost,Utilities,2007,2,44.680851,47.826087,45.833333,44,"873,374,659,894,101,123,153,17,327,332,"
46:24.9,AdaBoost,Utilities,2007,3,59.574468,66.666667,53.846154,53.846154,"19,101,123,143,168,18,191,332,351,372,"
46:28.2,AdaBoost,Utilities,2007,4,51.06383,42.105263,28.571429,40,"545,577,734,101,102,153,168,191,351,431,"
46:31.4,AdaBoost,Utilities,2007,5,59.574468,59.090909,52,56.521739,"374,659,889,351,101,123,145,153,168,17,"
46:34.4,AdaBoost,Utilities,2007,6,36.170213,36,40.909091,39.130435,"145,166,356,659,191,123,327,332,371,372,"
46:37.5,AdaBoost,Utilities,2007,7,38.297872,32,36.363636,40,"323,889,101,18,19,327,351,401,416,432,"
46:40.7,AdaBoost,Utilities,2007,8,46.808511,50,37.037037,40,"153,19,719,734,476,101,102,143,166,327,"
46:43.9,AdaBoost,Utilities,2007,9,42.553191,38.095238,30.769231,36.363636,"153,374,830,401,101,102,18,19,327,332,"
46:46.9,AdaBoost,Utilities,2007,10,51.06383,56.521739,54.166667,50,"19,734,758,101,102,143,153,168,177,323,"
46:50.4,AdaBoost,Utilities,2007,11,44.680851,44,50,47.826087,"534,894,143,371,102,166,19,323,327,332,"
46:53.4,AdaBoost,Utilities,2007,12,57.446809,59.090909,52,54.166667,"889,894,143,19,191,327,332,351,356,371,"
46:56.4,AdaBoost,Utilities,2008,1,46.808511,50,25.806452,32,"332,351,758,101,102,143,151,153,166,168,"
46:59.6,AdaBoost,Utilities,2008,2,34.042553,36.363636,32,32,"545,19,372,489,577,894,153,327,101,102,"
47:03.0,AdaBoost,Utilities,2008,3,40.425532,50,37.037037,35.714286,"356,374,577,889,153,102,143,151,166,168,"
47:06.1,AdaBoost,Utilities,2008,4,51.06383,52.380952,42.307692,45.833333,"351,372,577,873,102,143,151,166,18,327,"
47:09.0,AdaBoost,Utilities,2008,5,57.446809,68.181818,60,53.571429,"166,323,336,351,372,577,758,101,102,151,"
47:12.4,AdaBoost,Utilities,2008,6,42.553191,48.148148,65,50,"577,719,412,102,151,153,166,168,17,18,"
47:15.7,AdaBoost,Utilities,2008,7,46.808511,50,52.173913,48,"166,19,356,101,102,168,17,191,323,336,"
47:19.1,AdaBoost,Utilities,2008,8,38.297872,40,45.454545,41.666667,"166,332,101,102,153,168,17,177,19,191,"
47:22.6,AdaBoost,Utilities,2008,9,51.06383,57.692308,71.428571,55.555556,"166,168,177,332,191,101,102,123,143,151,"
47:26.4,AdaBoost,Utilities,2008,10,48.93617,46.153846,57.142857,54.545455,"168,374,416,758,431,101,102,151,153,166,"
47:29.5,AdaBoost,Utilities,2008,11,48.93617,45.454545,40,45.454545,"416,489,101,102,153,168,177,18,19,327,"
47:32.7,AdaBoost,Utilities,2008,12,55.319149,57.894737,39.285714,45.833333,"758,101,102,143,145,153,168,18,19,327,"
47:36.1,AdaBoost,Utilities,2009,1,44.680851,46.153846,57.142857,50,"166,830,894,102,153,17,177,18,323,327,"
47:38.9,AdaBoost,Utilities,2009,2,51.06383,46.153846,57.142857,57.142857,"758,830,101,102,153,168,17,19,327,336,"
47:42.0,AdaBoost,Utilities,2009,3,55.319149,42.105263,28.571429,44.444444,"356,101,102,153,168,17,19,323,332,372,"
47:45.0,AdaBoost,Utilities,2009,4,65.957447,68.421053,46.428571,56.521739,"323,416,830,356,101,102,153,168,17,18,"
47:48.5,AdaBoost,Utilities,2009,5,46.808511,43.478261,41.666667,45.454545,"166,758,101,102,153,17,18,19,323,327,"
47:51.8,AdaBoost,Utilities,2009,6,53.191489,58.333333,60.869565,53.846154,"18,416,476,830,101,102,153,17,19,327,"
47:55.1,AdaBoost,Utilities,2009,7,51.06383,47.826087,45.833333,50,"830,101,102,143,153,17,19,336,372,374,"
47:58.3,AdaBoost,Utilities,2009,8,55.319149,52.941176,30,40.909091,"654,327,101,143,153,168,17,19,323,336,"
48:01.3,AdaBoost,Utilities,2009,9,46.808511,52.173913,50,46.153846,"123,545,677,489,101,102,143,151,153,166,"
48:04.6,AdaBoost,Utilities,2009,10,57.446809,59.090909,52,54.166667,"168,332,431,101,143,151,153,17,19,327,"
48:07.5,AdaBoost,Utilities,2009,11,55.319149,56.521739,54.166667,54.166667,"177,356,18,102,153,168,17,19,323,327,"
48:10.9,AdaBoost,Utilities,2009,12,44.680851,45.833333,47.826087,45.833333,"416,747,873,101,102,123,143,151,153,168,"
48:14.2,AdaBoost,Utilities,2010,1,48.93617,56,63.636364,51.851852,"351,401,659,830,101,102,143,145,151,153,"
48:17.0,AdaBoost,Utilities,2010,2,46.808511,48,54.545455,50,"323,351,416,659,101,102,145,153,168,17,"
48:20.3,AdaBoost,Utilities,2010,3,59.574468,64,72.727273,61.538462,"101,356,734,102,143,151,153,166,168,17,"
48:23.6,AdaBoost,Utilities,2010,4,57.446809,53.846154,66.666667,63.636364,"830,101,102,143,153,168,17,177,19,323,"
48:26.5,AdaBoost,Utilities,2010,5,34.042553,30.434783,29.166667,31.818182,"153,18,416,894,101,102,143,166,177,19,"
48:29.7,AdaBoost,Utilities,2010,6,57.446809,57.142857,46.153846,52.173913,"101,17,374,356,883,102,143,19,327,332,"
48:33.2,AdaBoost,Utilities,2010,7,48.93617,44,50,52.380952,"374,654,747,101,102,123,151,153,17,177,"
48:36.5,AdaBoost,Utilities,2010,8,40.425532,37.5,39.130435,40.909091,"153,168,101,102,143,17,177,18,19,323,"
48:39.7,AdaBoost,Utilities,2010,9,46.808511,50,52.173913,48,"168,332,883,336,101,102,123,17,177,18,"
48:42.6,AdaBoost,Utilities,2010,10,51.06383,50,52.173913,52.173913,"323,372,101,102,151,153,17,177,19,336,"
48:45.8,AdaBoost,Utilities,2010,11,48.93617,56.521739,54.166667,48.148148,"17,101,102,143,166,177,19,327,332,372,"
48:48.5,AdaBoost,Utilities,2010,12,59.574468,63.636364,56,56,"323,374,101,102,143,151,153,166,177,18,"
48:51.5,AdaBoost,Utilities,2011,1,57.446809,60.869565,58.333333,56,"356,101,102,123,143,166,17,177,19,191,"
48:54.7,AdaBoost,Utilities,2011,2,51.06383,52.380952,42.307692,45.833333,"323,351,476,101,102,143,153,166,19,327,"
48:57.5,AdaBoost,Utilities,2011,3,48.93617,50,37.037037,41.666667,"191,654,101,102,143,166,17,177,18,19,"
49:00.7,AdaBoost,Utilities,2011,4,42.553191,37.5,39.130435,42.857143,"830,374,734,889,101,168,17,177,19,191,"
49:03.6,AdaBoost,Utilities,2011,5,44.680851,44,50,47.826087,"830,534,101,102,153,166,17,19,191,327,"
49:06.6,AdaBoost,Utilities,2011,6,51.06383,48.148148,65,59.090909,"191,351,758,101,102,153,17,19,327,332,"
49:09.6,AdaBoost,Utilities,2011,7,44.680851,45.16129,87.5,60.869565,"374,734,101,102,143,153,166,168,17,18,"
49:12.3,AdaBoost,Utilities,2011,8,51.06383,57.692308,71.428571,55.555556,"416,889,101,102,143,153,166,17,177,19,"
49:15.4,AdaBoost,Utilities,2011,9,61.702128,57.894737,39.285714,52.380952,"758,327,101,102,166,191,351,356,372,401,"
49:18.6,AdaBoost,Utilities,2011,10,44.680851,51.724138,83.333333,55.555556,"101,102,143,153,166,17,177,18,19,191,"
49:21.8,AdaBoost,Utilities,2011,11,42.553191,46.666667,82.352941,56,"351,677,545,101,102,153,166,17,177,19,"
49:25.2,AdaBoost,Utilities,2011,12,57.446809,56.521739,54.166667,56.521739,"101,143,153,17,191,327,332,351,356,401,"
49:28.1,AdaBoost,Utilities,2012,1,53.191489,56,63.636364,56,"323,191,372,889,101,102,143,153,166,168,"
49:31.1,AdaBoost,Utilities,2012,2,46.808511,48.275862,77.777778,58.333333,"153,332,747,102,177,19,327,351,372,374,"
49:34.5,AdaBoost,Utilities,2012,3,57.446809,60,68.181818,60,"323,332,416,758,889,102,17,177,19,191,"
49:37.5,AdaBoost,Utilities,2012,4,34.042553,36,40.909091,37.5,"168,431,734,101,102,153,166,17,177,19,"
49:40.7,AdaBoost,Utilities,2012,5,53.191489,54.166667,56.521739,54.166667,"143,327,101,102,166,17,191,351,401,412,"
49:44.1,AdaBoost,Utilities,2012,6,48.93617,50,61.904762,54.166667,"374,336,372,101,102,153,168,177,19,191,"
49:47.1,AdaBoost,Utilities,2012,7,53.191489,56.25,29.032258,37.5,"372,101,102,143,153,17,177,19,191,327,"
49:50.3,AdaBoost,Utilities,2012,8,63.829787,65.384615,80.952381,68,"168,101,102,153,166,177,19,191,327,332,"
49:53.2,AdaBoost,Utilities,2012,9,44.680851,45.454545,40,41.666667,"351,166,889,489,102,153,168,177,19,191,"
49:56.4,AdaBoost,Utilities,2012,10,46.808511,50,61.904762,52,"489,889,101,102,145,166,168,177,19,191,"
49:59.8,AdaBoost,Utilities,2012,11,61.702128,59.090909,52,59.090909,"101,151,166,168,17,177,19,191,336,351,"
50:03.1,AdaBoost,Utilities,2012,12,53.191489,57.142857,46.153846,48,"102,19,143,101,166,168,177,191,327,332,"
50:06.1,AdaBoost,Utilities,2013,1,46.808511,46.153846,57.142857,52.173913,"747,776,101,102,151,166,168,177,19,332,"
50:09.1,AdaBoost,Utilities,2013,2,53.191489,61.111111,37.931034,42.307692,"151,332,654,894,102,153,166,168,17,177,"
50:12.1,AdaBoost,Utilities,2013,3,51.06383,45.833333,47.826087,52.380952,"101,102,153,166,168,17,177,191,332,356,"
50:15.0,AdaBoost,Utilities,2013,4,61.702128,63.636364,56,58.333333,"374,432,534,873,102,151,153,166,168,17,"
50:18.2,AdaBoost,Utilities,2013,5,59.574468,60,68.181818,62.5,"177,102,151,153,166,168,17,19,191,323,"
50:21.4,AdaBoost,Utilities,2013,6,40.425532,37.5,39.130435,40.909091,"336,102,123,151,153,166,168,17,177,19,"
50:24.3,AdaBoost,Utilities,2013,7,42.553191,50,37.037037,37.037037,"101,534,102,153,166,168,17,19,191,332,"
50:27.6,AdaBoost,Utilities,2013,8,46.808511,45.454545,40,43.478261,"101,102,153,166,168,17,177,18,19,332,"
50:30.8,AdaBoost,Utilities,2013,9,61.702128,62.962963,85,68,"101,332,654,677,102,143,153,166,168,17,"
50:33.9,AdaBoost,Utilities,2013,10,42.553191,41.666667,43.478261,43.478261,"101,374,758,102,143,153,166,168,17,177,"
50:37.2,AdaBoost,Utilities,2013,11,55.319149,57.894737,39.285714,45.833333,"336,102,151,153,166,168,177,19,332,351,"
50:59.4,AdaBoost,Industrials,2004,12,45.945946,41.818182,41.071429,45.098039,"239,385,591,653,115,126,136,152,169,176,"
51:04.2,AdaBoost,Industrials,2005,1,52.293578,56,47.457627,48.275862,"136,269,630,715,739,723,263,100,115,126,"
51:08.8,AdaBoost,Industrials,2005,2,47.747748,50.943396,46.551724,45.762712,"350,517,579,239,394,91,100,115,126,136,"
51:13.6,AdaBoost,Industrials,2005,3,41.441441,39.285714,40,41.509434,"333,517,630,209,115,126,176,183,184,193,"
51:18.1,AdaBoost,Industrials,2005,4,48.648649,53.061224,41.935484,43.333333,"165,183,242,333,390,715,717,737,745,871,"
51:22.4,AdaBoost,Industrials,2005,5,55.357143,57.407407,53.448276,53.448276,"165,350,390,579,694,745,456,893,100,115,"
51:27.0,AdaBoost,Industrials,2005,6,63.157895,66.037736,57.377049,59.322034,"286,333,584,681,79,843,100,115,116,165,"
51:31.7,AdaBoost,Industrials,2005,7,50.877193,45.614035,45.614035,50.980392,"532,745,100,115,165,176,183,184,193,221,"
51:36.2,AdaBoost,Industrials,2005,8,52.631579,51.851852,46.666667,50,"176,279,845,100,115,126,139,169,183,184,"
51:41.0,AdaBoost,Industrials,2005,9,59.649123,64.150943,55.737705,55.737705,"390,581,591,737,739,874,409,91,100,115,"
51:45.3,AdaBoost,Industrials,2005,10,50,47.540984,54.716981,53.703704,"286,415,461,666,100,126,169,176,183,184,"
51:50.0,AdaBoost,Industrials,2005,11,54.385965,56.363636,52.542373,52.542373,"165,286,333,370,422,571,737,100,115,126,"
51:54.7,AdaBoost,Industrials,2005,12,55.263158,52.631579,52.631579,55.555556,"279,370,571,739,874,100,176,183,193,194,"
51:59.4,AdaBoost,Industrials,2006,1,43.859649,41.071429,39.655172,42.592593,"269,286,571,623,648,736,739,100,183,193,"
52:04.0,AdaBoost,Industrials,2006,2,42.982456,47.169811,40.983607,40.322581,"354,451,648,79,100,126,136,165,176,183,"
52:08.3,AdaBoost,Industrials,2006,3,50,49.056604,42.622951,46.428571,"263,350,363,562,107,126,136,165,176,183,"
52:13.1,AdaBoost,Industrials,2006,4,51.754386,44.444444,40,48.979592,"269,541,648,706,409,459,100,126,165,176,"
52:17.5,AdaBoost,Industrials,2006,5,59.649123,54.545455,50.847458,58.823529,"330,541,630,717,736,263,827,100,157,176,"
52:22.0,AdaBoost,Industrials,2006,6,37.719298,40.983607,47.169811,41.666667,"107,354,370,591,648,709,79,165,263,100,"
52:26.2,AdaBoost,Industrials,2006,7,56.140351,56.363636,52.542373,54.385965,"172,269,286,333,363,100,126,165,176,183,"
52:31.0,AdaBoost,Industrials,2006,8,42.982456,42.1875,54,49.090909,"333,630,709,193,538,100,126,165,176,209,"
52:35.6,AdaBoost,Industrials,2006,9,57.894737,62.264151,54.098361,54.098361,"286,394,456,53,653,728,745,874,380,568,"
52:39.7,AdaBoost,Industrials,2006,10,50.877193,49.180328,56.603774,54.545455,"286,380,646,653,745,874,893,415,172,100,"
52:44.3,AdaBoost,Industrials,2006,11,42.982456,39.622642,34.42623,38.888889,"242,608,666,671,857,100,115,126,165,176,"
52:48.7,AdaBoost,Industrials,2006,12,56.140351,59.259259,53.333333,53.333333,"422,739,450,100,115,126,165,176,209,269,"
52:53.3,AdaBoost,Industrials,2007,1,52.173913,54.545455,50,50,"301,333,648,706,209,100,115,126,139,165,"
52:57.7,AdaBoost,Industrials,2007,2,49.565217,50,47.457627,48.275862,"248,394,874,666,827,532,126,152,165,183,"
53:02.1,AdaBoost,Industrials,2007,3,56.521739,54.545455,50,54.545455,"157,333,745,893,422,100,115,183,184,245,"
53:06.7,AdaBoost,Industrials,2007,4,54.782609,59.574468,41.176471,45.901639,"176,286,538,591,666,681,706,745,766,172,"
53:11.0,AdaBoost,Industrials,2007,5,53.043478,51.666667,56.363636,55.357143,"390,568,591,630,653,745,874,541,100,126,"
53:15.8,AdaBoost,Industrials,2007,6,44.827586,46.666667,50,46.666667,"124,273,333,390,666,893,450,100,115,126,"
53:20.7,AdaBoost,Industrials,2007,7,40.517241,40.322581,46.296296,43.859649,"363,451,481,653,736,874,603,100,165,169,"
53:25.7,AdaBoost,Industrials,2007,8,50.42735,50.877193,48.333333,49.152542,"116,124,333,541,653,715,739,800,91,100,"
53:30.8,AdaBoost,Industrials,2007,9,45.299145,47.368421,45,44.262295,"115,139,176,248,333,385,451,541,571,874,"
53:35.5,AdaBoost,Industrials,2007,10,44.444444,46.774194,52.727273,47.540984,"333,591,79,666,169,532,115,124,165,172,"
53:40.6,AdaBoost,Industrials,2007,11,55.555556,56.862745,43.939394,49.152542,"301,623,715,100,115,124,165,169,176,183,"
53:45.4,AdaBoost,Industrials,2007,12,43.589744,43.548387,49.090909,46.551724,"176,451,505,591,653,715,692,183,330,100,"
53:50.0,AdaBoost,Industrials,2008,1,53.846154,54.237288,55.172414,54.237288,"242,800,896,248,100,115,124,172,209,269,"
53:55.0,AdaBoost,Industrials,2008,2,42.735043,41.37931,40.677966,42.105263,"169,681,100,124,126,176,183,193,242,245,"
53:59.8,AdaBoost,Industrials,2008,3,47.863248,48.484848,62.745098,54.237288,"107,541,766,893,279,115,124,126,169,176,"
54:04.8,AdaBoost,Industrials,2008,4,47.863248,53.703704,46.031746,44.615385,"354,422,538,541,584,591,715,784,800,896,"
54:09.4,AdaBoost,Industrials,2008,5,46.153846,48.275862,47.457627,45.901639,"608,116,139,591,706,728,100,115,124,126,"
54:14.4,AdaBoost,Industrials,2008,6,51.282051,56.363636,50,48.4375,"538,706,843,845,136,100,116,124,152,176,"
54:19.1,AdaBoost,Industrials,2008,7,58.974359,59.322034,60.344828,59.322034,"107,354,363,706,100,124,165,209,239,245,"
54:23.6,AdaBoost,Industrials,2008,8,49.57265,50,56.363636,52.542373,"354,648,715,652,422,694,100,124,126,165,"
54:28.1,AdaBoost,Industrials,2008,9,49.57265,47.169811,39.0625,44.642857,"363,709,745,79,279,796,399,100,115,124,"
54:33.2,AdaBoost,Industrials,2008,10,40.17094,40,50,45.614035,"139,165,584,648,100,124,126,183,184,221,"
54:37.8,AdaBoost,Industrials,2008,11,67.521368,67.241379,66.101695,67.241379,"370,800,395,100,126,139,165,183,184,193,"
54:42.6,AdaBoost,Industrials,2008,12,39.316239,37.878788,49.019608,45.454545,"459,100,124,126,131,184,239,248,269,286,"
54:47.4,AdaBoost,Industrials,2009,1,43.589744,43.548387,49.090909,46.551724,"370,394,630,648,796,874,100,124,183,184,"
54:52.1,AdaBoost,Industrials,2009,2,61.538462,63.157895,60,60,"165,409,461,623,653,100,124,126,157,183,"
54:56.9,AdaBoost,Industrials,2009,3,55.555556,59.183673,42.647059,47.540984,"245,394,409,511,608,692,100,124,126,139,"
55:01.7,AdaBoost,Industrials,2009,4,56.410256,57.142857,41.176471,48.275862,"193,398,451,692,709,874,100,107,124,126,"
55:06.4,AdaBoost,Industrials,2009,5,41.025641,42.372881,43.103448,41.666667,"263,32,395,422,349,279,107,116,124,176,"
55:10.8,AdaBoost,Industrials,2009,6,52.136752,53.703704,46.031746,48.333333,"194,273,874,363,422,100,124,126,169,176,"
55:16.4,AdaBoost,Industrials,2009,7,58.974359,58.928571,54.098361,56.896552,"245,451,653,871,896,100,107,116,124,126,"
55:20.9,AdaBoost,Industrials,2009,8,57.264957,57.894737,55,55.932203,"152,183,193,32,395,398,415,459,461,538,"
55:25.3,AdaBoost,Industrials,2009,9,47.008547,52.631579,50,46.153846,"221,139,330,363,409,541,653,717,878,136,"
55:29.9,AdaBoost,Industrials,2009,10,46.153846,48.333333,50.877193,47.540984,"398,562,630,692,859,871,100,124,126,136,"
55:34.3,AdaBoost,Industrials,2009,11,52.991453,54.716981,45.3125,48.333333,"286,532,562,871,100,107,124,126,136,152,"
55:39.4,AdaBoost,Industrials,2009,12,51.282051,50.877193,48.333333,50,"562,653,696,706,871,850,115,124,126,136,"
55:44.5,AdaBoost,Industrials,2010,1,47.863248,52.459016,57.142857,50,"115,248,456,630,705,706,330,394,124,126,"
55:49.1,AdaBoost,Industrials,2010,2,52.991453,56.603774,46.875,48.387097,"115,398,505,706,871,584,269,100,124,126,"
55:53.8,AdaBoost,Industrials,2010,3,47.008547,44.680851,30,36.842105,"653,248,461,505,630,843,850,100,115,124,"
55:58.5,AdaBoost,Industrials,2010,4,49.57265,47.058824,36.363636,42.857143,"881,100,136,630,648,674,562,115,124,183,"
56:02.9,AdaBoost,Industrials,2010,5,40.17094,42.105263,40,39.344262,"399,505,541,896,737,850,409,100,124,126,"
56:07.5,AdaBoost,Industrials,2010,6,52.136752,52.380952,61.111111,55.932203,"100,184,505,541,745,330,124,126,176,183,"
56:12.5,AdaBoost,Industrials,2010,7,33.333333,38.095238,44.444444,38.095238,"399,505,532,538,541,630,652,674,745,100,"
56:17.1,AdaBoost,Industrials,2010,8,54.700855,51.851852,44.444444,50.909091,"115,131,591,737,459,124,183,193,194,245,"
56:21.8,AdaBoost,Industrials,2010,9,57.264957,57.142857,52.459016,55.172414,"194,349,370,399,505,541,674,717,784,124,"
56:26.4,AdaBoost,Industrials,2010,10,43.589744,44.444444,51.851852,47.457627,"415,194,370,505,623,784,124,165,176,183,"
56:31.0,AdaBoost,Industrials,2010,11,57.264957,57.142857,52.459016,55.172414,"242,273,333,422,124,126,139,176,183,193,"
56:35.4,AdaBoost,Industrials,2010,12,59.82906,62.903226,70.909091,61.904762,"131,194,524,581,736,745,859,874,878,115,"
56:40.3,AdaBoost,Industrials,2011,1,53.846154,54.545455,48.387097,50.847458,"505,532,745,367,124,139,165,183,184,193,"
56:44.9,AdaBoost,Industrials,2011,2,51.282051,53.703704,46.031746,47.540984,"242,370,505,850,881,100,124,152,176,183,"
56:49.3,AdaBoost,Industrials,2011,3,38.983051,36.206897,35,37.5,"100,193,329,505,532,717,896,671,511,524,"
56:54.1,AdaBoost,Industrials,2011,4,52.10084,52.542373,51.666667,51.666667,"169,532,541,661,709,728,896,857,652,100,"
56:58.6,AdaBoost,Industrials,2011,5,46.218487,46.875,54.545455,50,"524,674,367,100,124,165,183,184,193,245,"
57:03.1,AdaBoost,Industrials,2011,6,39.495798,41.37931,39.344262,38.709677,"124,221,422,666,845,850,893,896,630,653,"
57:07.8,AdaBoost,Industrials,2011,7,39.495798,37.931034,36.065574,37.931034,"184,505,541,850,524,385,723,100,124,139,"
57:12.3,AdaBoost,Industrials,2011,8,38.655462,40,48.148148,43.333333,"115,184,538,646,100,126,165,183,193,221,"
57:16.8,AdaBoost,Industrials,2011,9,70.588235,72.881356,71.666667,69.354839,"176,184,242,32,505,562,653,745,124,165,"
57:21.5,AdaBoost,Industrials,2011,10,45,48.333333,48.333333,45.3125,"115,176,736,737,100,124,126,165,184,193,"
57:26.2,AdaBoost,Industrials,2011,11,45,51.5625,58.928571,48.529412,"245,394,505,511,715,629,717,100,116,124,"
57:31.0,AdaBoost,Industrials,2011,12,60.655738,61.403509,53.846154,57.377049,"409,646,755,532,100,124,165,176,183,193,"
57:35.5,AdaBoost,Industrials,2012,1,52.459016,52.459016,52.459016,52.459016,"176,245,505,591,646,705,850,286,630,796,"
57:40.1,AdaBoost,Industrials,2012,2,40.983607,42.857143,45.762712,42.857143,"124,390,450,584,671,709,755,843,511,263,"
57:45.0,AdaBoost,Industrials,2012,3,45.901639,44.444444,47.457627,47.457627,"194,239,248,505,579,681,709,242,728,100,"
57:49.7,AdaBoost,Industrials,2012,4,39.344262,38.461538,43.859649,42.372881,"100,183,184,193,505,517,124,165,176,194,"
57:54.4,AdaBoost,Industrials,2012,5,59.016393,55.932203,52.380952,57.894737,"136,184,648,755,269,100,124,165,176,183,"
57:59.4,AdaBoost,Industrials,2012,6,46.721311,45,43.548387,45.762712,"136,394,630,843,717,100,124,126,165,176,"
58:04.4,AdaBoost,Industrials,2012,7,54.098361,53.448276,48.4375,51.666667,"91,107,571,630,661,717,100,124,136,165,"
58:08.9,AdaBoost,Industrials,2012,8,50,50.847458,47.619048,48.387097,"394,881,100,115,124,165,176,183,193,194,"
58:13.8,AdaBoost,Industrials,2012,9,51.639344,51.5625,56.896552,54.098361,"630,857,755,100,124,126,165,193,194,239,"
58:18.7,AdaBoost,Industrials,2012,10,59.016393,63.934426,63.934426,58.208955,"495,881,124,370,394,511,239,745,100,126,"
58:23.3,AdaBoost,Industrials,2012,11,61.788618,65.454545,52.941176,56.25,"881,893,100,380,532,136,139,165,183,193,"
58:28.1,AdaBoost,Industrials,2012,12,52.03252,50,47.619048,50.847458,"745,139,248,451,646,653,706,859,524,692,"
58:32.8,AdaBoost,Industrials,2013,1,52.03252,54.6875,59.322034,53.846154,"648,136,139,370,53,623,629,755,850,176,"
58:37.5,AdaBoost,Industrials,2013,2,56.097561,57.627119,53.125,53.968254,"248,623,79,859,100,107,124,131,136,165,"
58:42.0,AdaBoost,Industrials,2013,3,44.715447,46.551724,41.538462,42.1875,"115,131,176,456,562,661,79,385,100,124,"
58:46.7,AdaBoost,Industrials,2013,4,56.910569,55.932203,51.5625,55,"165,390,505,728,737,827,843,100,115,124,"
58:51.5,AdaBoost,Industrials,2013,5,43.089431,42.1875,45.762712,45,"32,390,568,881,330,100,116,126,172,176,"
