Version,ModelName,Sector,ForYear,ForMonth,Accuracy,Sensitivity,Specificity,Precision,Top10SecurityIds
58:56.3,AdaBoost,Industrials,2013,6,59.349593,59.016393,58.064516,59.016393,"16,385,571,653,723,79,273,457,100,124,"
59:01.0,AdaBoost,Industrials,2013,7,47.154472,43.75,47.457627,49.122807,"172,279,79,850,269,100,124,165,183,184,"
59:05.9,AdaBoost,Industrials,2013,8,47.96748,50,54.237288,50,"115,165,329,653,706,100,124,126,139,176,"
59:11.3,AdaBoost,Industrials,2013,9,51.219512,50,44.615385,48.333333,"286,32,517,728,850,124,126,172,176,183,"
59:16.2,AdaBoost,Industrials,2013,10,49.593496,49.206349,51.666667,50.819672,"16,390,850,53,100,115,124,126,136,152,"
59:21.2,AdaBoost,Industrials,2013,11,56.097561,57.627119,53.125,53.968254,"329,581,728,850,871,363,350,457,100,124,"
59:45.0,AdaBoost,Energy,2004,12,48.148148,53.571429,57.692308,50,"147,315,397,782,346,103,105,108,122,137,"
59:48.2,AdaBoost,Energy,2005,1,50,50,40,44.444444,"108,613,103,105,137,147,160,189,218,309,"
59:51.2,AdaBoost,Energy,2005,2,59.259259,53.846154,50,58.333333,"319,42,782,589,103,108,189,309,315,331,"
59:54.1,AdaBoost,Energy,2005,3,50.943396,55.555556,57.692308,51.724138,"397,613,761,867,147,103,105,108,122,138,"
59:57.2,AdaBoost,Energy,2005,4,54.716981,52.380952,34.375,44,"137,423,761,103,105,108,122,158,218,309,"
00:00.0,AdaBoost,Energy,2005,5,40.740741,33.333333,33.333333,39.130435,"761,78,189,103,105,138,309,315,326,331,"
00:02.9,AdaBoost,Energy,2005,6,53.703704,50,40,48,"163,482,103,122,137,147,158,326,331,346,"
00:05.9,AdaBoost,Energy,2005,7,51.851852,53.846154,50,50,"382,103,108,122,137,189,210,309,315,331,"
00:08.8,AdaBoost,Energy,2005,8,37.037037,37.5,30,32.142857,"138,326,392,41,686,103,189,210,218,315,"
00:12.0,AdaBoost,Energy,2005,9,38.888889,52,44.827586,38.235294,"319,392,41,488,551,786,90,309,103,108,"
00:14.9,AdaBoost,Energy,2005,10,51.851852,51.851852,51.851852,51.851852,"138,210,322,326,331,392,103,105,108,163,"
00:18.2,AdaBoost,Energy,2005,11,36.363636,41.37931,46.153846,40,"137,103,108,158,163,210,315,326,331,346,"
00:21.4,AdaBoost,Energy,2005,12,47.272727,46.666667,56,51.851852,"466,761,315,611,867,103,108,122,147,163,"
00:24.3,AdaBoost,Energy,2006,1,57.142857,64,51.612903,51.612903,"158,423,103,105,108,122,137,160,163,210,"
00:27.3,AdaBoost,Energy,2006,2,53.571429,53.125,70.833333,60.714286,"397,41,315,103,108,122,137,138,158,309,"
00:30.1,AdaBoost,Energy,2006,3,50.877193,56,43.75,45.16129,"331,492,884,210,103,108,122,137,138,158,"
00:33.2,AdaBoost,Energy,2006,4,61.403509,60,32.432432,46.153846,"782,103,108,122,147,210,218,322,331,342,"
00:36.1,AdaBoost,Energy,2006,5,47.368421,50,55.555556,50,"322,663,482,210,761,103,108,122,137,158,"
00:39.2,AdaBoost,Energy,2006,6,50.877193,50,64,57.142857,"137,326,839,819,103,105,108,122,218,309,"
00:42.0,AdaBoost,Energy,2006,7,44.827586,42.857143,40,42.857143,"210,322,326,392,103,108,137,138,163,331,"
00:44.9,AdaBoost,Energy,2006,8,50,44,33.333333,42.307692,"223,466,618,819,103,108,138,189,315,320,"
00:48.0,AdaBoost,Energy,2006,9,50,50,40.625,44.827586,"137,210,326,492,103,105,108,122,189,223,"
00:50.7,AdaBoost,Energy,2006,10,58.62069,64,48.484848,51.612903,"445,761,786,392,103,108,122,137,138,163,"
00:53.9,AdaBoost,Energy,2006,11,50,57.692308,46.875,45.454545,"392,786,105,884,41,309,103,108,122,137,"
00:57.1,AdaBoost,Energy,2006,12,41.37931,35.714286,33.333333,38.461538,"589,309,761,103,108,122,160,315,322,326,"
01:00.3,AdaBoost,Energy,2007,1,58.62069,70.37037,61.290323,54.285714,"210,839,90,103,108,122,137,138,163,189,"
01:03.4,AdaBoost,Energy,2007,2,55.172414,57.142857,53.333333,53.333333,"163,392,42,445,613,867,103,342,108,122,"
01:06.4,AdaBoost,Energy,2007,3,49.152542,53.846154,42.424242,43.75,"137,210,326,551,122,163,189,218,223,309,"
01:09.5,AdaBoost,Energy,2007,4,55.932203,58.62069,56.666667,54.83871,"320,326,103,105,108,122,138,163,189,210,"
01:12.6,AdaBoost,Energy,2007,5,54.237288,60,62.068966,54.545455,"138,210,322,326,466,78,103,108,122,189,"
01:16.0,AdaBoost,Energy,2007,6,62.711864,63.333333,65.517241,63.333333,"322,103,108,122,138,163,189,210,218,309,"
01:19.3,AdaBoost,Energy,2007,7,55.932203,64.285714,58.064516,52.941176,"63,797,867,315,103,122,138,163,189,210,"
01:22.7,AdaBoost,Energy,2007,8,37.288136,35.483871,39.285714,39.285714,"551,651,867,103,122,218,223,309,322,326,"
01:26.2,AdaBoost,Energy,2007,9,49.152542,50,68,56.666667,"163,320,103,108,138,160,189,218,223,309,"
01:29.4,AdaBoost,Energy,2007,10,45.762712,50,59.259259,50,"320,63,786,108,122,138,189,218,223,309,"
01:33.0,AdaBoost,Energy,2007,11,47.457627,53.333333,55.172414,48.484848,"651,309,320,826,488,103,122,138,163,189,"
01:36.2,AdaBoost,Energy,2007,12,44.067797,52,38.235294,38.235294,"663,761,819,103,108,138,163,189,210,218,"
01:39.3,AdaBoost,Energy,2008,1,37.288136,41.37931,40,37.5,"408,103,108,138,210,218,223,309,322,342,"
01:42.7,AdaBoost,Energy,2008,2,50.847458,52.941176,72,58.064516,"392,551,108,122,137,138,163,189,210,218,"
01:45.7,AdaBoost,Energy,2008,3,40.677966,42.105263,76.190476,55.172414,"189,611,63,651,108,122,218,223,309,315,"
01:49.0,AdaBoost,Energy,2008,4,50.847458,44.827586,43.333333,50,"103,108,189,210,218,309,320,331,346,392,"
01:52.1,AdaBoost,Energy,2008,5,49.152542,50,51.724138,50,"137,315,761,108,163,210,218,309,320,322,"
01:55.5,AdaBoost,Energy,2008,6,66.101695,70.37037,59.375,61.290323,"138,397,613,63,839,108,122,147,218,309,"
01:58.6,AdaBoost,Energy,2008,7,52.542373,50,34.285714,42.857143,"189,423,782,108,122,218,309,315,320,322,"
02:01.9,AdaBoost,Energy,2008,8,52.542373,51.724138,50,51.724138,"223,108,103,189,218,309,315,322,331,392,"
02:05.0,AdaBoost,Energy,2008,9,28.813559,29.62963,25,25.806452,"42,103,210,392,63,90,346,762,108,122,"
02:08.5,AdaBoost,Energy,2008,10,37.288136,42.857143,38.709677,36.363636,"210,551,63,90,342,103,108,137,189,218,"
02:11.6,AdaBoost,Energy,2008,11,62.711864,67.857143,61.290323,59.375,"382,551,611,63,884,103,108,189,218,309,"
02:14.8,AdaBoost,Energy,2008,12,50.847458,45.833333,31.428571,40.740741,"223,797,819,309,189,218,315,320,322,331,"
02:18.0,AdaBoost,Energy,2009,1,50.847458,53.125,62.962963,54.83871,"138,320,551,103,108,158,189,218,309,322,"
02:21.0,AdaBoost,Energy,2009,2,45.762712,44,32.352941,37.931034,"210,90,103,108,138,189,218,223,309,320,"
02:24.0,AdaBoost,Energy,2009,3,45.762712,53.846154,42.424242,41.176471,"210,63,103,108,122,189,218,223,309,319,"
02:27.1,AdaBoost,Energy,2009,4,55.932203,56,41.176471,48.275862,"322,482,210,103,108,189,218,223,309,315,"
02:30.2,AdaBoost,Energy,2009,5,55.932203,53.571429,48.387097,53.571429,"392,78,90,761,103,108,122,138,189,218,"
02:33.2,AdaBoost,Energy,2009,6,38.983051,35.483871,39.285714,40.740741,"90,322,762,103,189,210,218,223,309,315,"
02:36.4,AdaBoost,Energy,2009,7,45.762712,44.827586,43.333333,44.827586,"326,482,322,103,122,189,218,223,309,315,"
02:39.4,AdaBoost,Energy,2009,8,49.152542,44.444444,37.5,44.444444,"663,90,613,103,108,122,138,189,223,309,"
02:42.6,AdaBoost,Energy,2009,9,49.152542,52,38.235294,41.935484,"392,189,103,122,138,163,223,309,315,320,"
02:45.6,AdaBoost,Energy,2009,10,57.627119,62.068966,60,56.25,"651,761,839,90,103,105,108,122,137,160,"
02:48.8,AdaBoost,Energy,2009,11,44.067797,41.935484,46.428571,46.428571,"403,326,78,90,103,108,122,137,309,315,"
02:52.2,AdaBoost,Energy,2009,12,42.372881,43.478261,27.777778,32.258065,"163,423,90,382,551,108,122,189,210,223,"
02:55.6,AdaBoost,Energy,2010,1,54.237288,56.666667,58.62069,54.83871,"147,163,397,78,786,137,103,108,122,218,"
02:58.6,AdaBoost,Energy,2010,2,57.627119,62.5,74.074074,60.606061,"137,189,210,839,158,488,103,108,122,309,"
03:01.8,AdaBoost,Energy,2010,3,62.711864,64.516129,71.428571,64.516129,"138,210,392,839,382,108,122,163,189,218,"
03:05.4,AdaBoost,Energy,2010,4,54.237288,50,51.724138,55.555556,"536,382,103,137,218,223,315,320,326,331,"
03:08.5,AdaBoost,Energy,2010,5,45.762712,46.153846,36.363636,40,"322,392,536,63,122,103,189,309,315,320,"
03:11.8,AdaBoost,Energy,2010,6,55.932203,50,51.724138,57.692308,"160,163,786,867,103,189,210,309,320,331,"
03:15.2,AdaBoost,Energy,2010,7,49.152542,50,59.259259,53.333333,"423,618,103,108,122,137,189,210,218,309,"
03:18.4,AdaBoost,Energy,2010,8,65,70.37037,57.575758,59.375,"651,90,103,108,137,189,210,309,320,331,"
03:21.6,AdaBoost,Energy,2010,9,58.333333,57.142857,50,55.172414,"137,103,189,210,218,320,331,342,346,397,"
03:24.7,AdaBoost,Energy,2010,10,55,51.612903,55.172414,57.142857,"482,103,108,122,210,218,309,315,320,331,"
03:27.7,AdaBoost,Energy,2010,11,66.666667,64.285714,56.25,64.285714,"466,651,103,108,122,163,210,218,223,309,"
03:30.7,AdaBoost,Energy,2010,12,51.666667,48.484848,59.259259,57.142857,"331,611,618,90,103,108,122,147,210,223,"
03:34.0,AdaBoost,Energy,2011,1,61.666667,57.142857,50,59.259259,"663,103,108,122,137,210,218,223,309,315,"
03:37.3,AdaBoost,Energy,2011,2,51.666667,51.851852,42.424242,46.666667,"210,488,651,90,108,103,122,163,189,309,"
03:40.2,AdaBoost,Energy,2011,3,55,57.692308,44.117647,48.387097,"651,826,90,103,105,108,122,147,160,210,"
03:43.3,AdaBoost,Energy,2011,4,40.983607,41.935484,43.333333,41.935484,"488,103,105,108,122,147,160,163,210,218,"
03:46.2,AdaBoost,Energy,2011,5,50.819672,57.142857,48.484848,47.058824,"492,138,78,122,309,103,137,189,210,218,"
03:49.4,AdaBoost,Energy,2011,6,62.295082,63.333333,61.290323,61.290323,"137,382,826,103,189,210,218,309,320,331,"
03:52.6,AdaBoost,Energy,2011,7,50.819672,53.571429,45.454545,46.875,"218,103,108,163,189,210,309,315,320,331,"
03:55.6,AdaBoost,Energy,2011,8,35.483871,32.142857,26.470588,30,"326,392,488,63,78,223,103,108,137,210,"
03:58.8,AdaBoost,Energy,2011,9,54.83871,56.666667,53.125,53.125,"147,382,488,63,138,482,103,108,137,210,"
04:02.2,AdaBoost,Energy,2011,10,43.548387,36.363636,41.37931,46.153846,"589,138,103,108,210,309,320,326,331,342,"
04:05.5,AdaBoost,Energy,2011,11,43.548387,45.16129,45.16129,43.75,"223,137,147,103,108,160,309,320,384,397,"
04:08.8,AdaBoost,Energy,2011,12,43.548387,43.75,46.666667,45.16129,"137,382,826,103,108,122,218,223,307,309,"
04:11.9,AdaBoost,Energy,2012,1,38.709677,38.709677,38.709677,38.709677,"651,103,122,210,218,307,315,320,326,331,"
04:15.1,AdaBoost,Energy,2012,2,46.774194,44,29.72973,36.666667,"105,346,660,103,122,163,189,223,315,320,"
04:18.6,AdaBoost,Energy,2012,3,49.206349,46.875,48.387097,50,"103,108,122,210,223,307,309,315,320,326,"
04:21.8,AdaBoost,Energy,2012,4,49.206349,50,45.454545,46.875,"611,103,137,189,210,218,223,307,309,315,"
04:25.3,AdaBoost,Energy,2012,5,52.380952,51.851852,38.888889,45.16129,"346,105,663,613,103,122,137,189,210,223,"
04:28.8,AdaBoost,Energy,2012,6,51.5625,51.612903,48.484848,50,"309,445,103,105,163,189,210,218,223,307,"
04:32.0,AdaBoost,Energy,2012,7,54.6875,50,38.888889,48.275862,"384,103,108,122,210,218,223,307,315,320,"
04:35.2,AdaBoost,Energy,2012,8,42.1875,36.666667,32.352941,37.931034,"536,839,122,103,108,210,218,223,307,315,"
04:38.5,AdaBoost,Energy,2012,9,46.875,51.851852,37.837838,40,"137,322,403,103,105,108,122,210,223,307,"
04:41.9,AdaBoost,Energy,2012,10,62.5,63.333333,55.882353,59.375,"189,210,103,137,223,307,309,320,322,326,"
04:45.2,AdaBoost,Energy,2012,11,53.125,46.666667,41.176471,50,"331,651,797,103,210,218,223,307,320,392,"
04:48.8,AdaBoost,Energy,2012,12,54.6875,54.83871,51.515152,53.125,"189,315,382,103,122,158,210,218,307,320,"
04:52.1,AdaBoost,Energy,2013,1,43.75,45.16129,42.424242,42.424242,"210,408,103,108,122,158,218,223,307,320,"
04:55.3,AdaBoost,Energy,2013,2,42.1875,44.444444,57.142857,48.484848,"589,103,122,189,210,218,307,309,315,320,"
04:58.4,AdaBoost,Energy,2013,3,40.625,43.75,43.75,41.176471,"322,551,618,122,189,210,218,223,307,315,"
05:01.6,AdaBoost,Energy,2013,4,57.8125,65.517241,54.285714,52.777778,"309,307,108,218,103,122,138,210,223,315,"
05:05.0,AdaBoost,Energy,2013,5,37.5,32.432432,44.444444,44.444444,"320,309,319,103,122,137,158,223,307,326,"
05:08.3,AdaBoost,Energy,2013,6,50,53.125,53.125,50,"210,392,408,488,797,103,108,122,138,218,"
05:11.5,AdaBoost,Energy,2013,7,59.375,57.575758,61.290323,61.290323,"797,103,105,189,210,223,307,320,322,326,"
05:15.2,AdaBoost,Energy,2013,8,45.3125,41.666667,25,32.258065,"392,797,108,122,138,210,218,223,307,309,"
05:18.6,AdaBoost,Energy,2013,9,54.6875,54.545455,58.064516,56.25,"392,108,122,223,307,309,322,326,331,342,"
05:22.0,AdaBoost,Energy,2013,10,57.8125,54.545455,58.064516,60,"103,122,210,307,320,322,326,331,342,378,"
05:25.4,AdaBoost,Energy,2013,11,68.75,63.888889,82.142857,76.666667,"160,797,103,105,122,189,210,307,320,326,"
05:50.5,AdaBoost,Materials,2004,12,45.614035,44.444444,40,42.857143,"406,791,626,174,185,2,237,404,405,45,"
05:54.1,AdaBoost,Materials,2005,1,54.385965,62.068966,64.285714,54.545455,"404,573,156,174,185,2,316,324,337,341,"
05:57.4,AdaBoost,Materials,2005,2,37.931034,39.285714,36.666667,36.666667,"174,306,324,801,862,140,156,185,237,337,"
06:00.9,AdaBoost,Materials,2005,3,45.614035,47.058824,69.565217,55.172414,"341,791,601,185,2,237,306,337,405,45,"
06:04.0,AdaBoost,Materials,2005,4,56.140351,55.172414,57.142857,57.142857,"306,341,778,801,869,305,140,156,185,337,"
06:06.8,AdaBoost,Materials,2005,5,48.275862,46.153846,37.5,42.857143,"306,722,156,2,237,337,341,45,46,514,"
06:10.0,AdaBoost,Materials,2005,6,50,56.521739,37.142857,40.625,"590,791,156,185,2,337,341,405,45,46,"
06:13.1,AdaBoost,Materials,2005,7,56.896552,57.142857,53.333333,55.172414,"67,156,2,237,337,341,405,45,46,514,"
06:16.3,AdaBoost,Materials,2005,8,54.385965,60,46.875,48.387097,"405,45,140,156,2,337,341,46,50,530,"
06:19.9,AdaBoost,Materials,2005,9,37.931034,36.666667,39.285714,39.285714,"140,405,791,156,324,337,341,46,530,547,"
06:23.1,AdaBoost,Materials,2005,10,67.241379,72.727273,44.444444,55.172414,"869,140,156,174,2,237,305,324,337,341,"
06:27.1,AdaBoost,Materials,2005,11,56.896552,70.37037,61.290323,52.777778,"324,590,791,820,156,185,2,306,337,341,"
06:30.2,AdaBoost,Materials,2005,12,59.322034,60,44.117647,51.724138,"156,185,306,324,337,341,405,45,514,547,"
06:33.1,AdaBoost,Materials,2006,1,42.372881,46.666667,48.275862,43.75,"590,722,140,156,174,185,2,306,324,341,"
06:36.5,AdaBoost,Materials,2006,2,52.542373,52,38.235294,44.827586,"574,897,156,174,2,237,324,337,341,406,"
06:39.5,AdaBoost,Materials,2006,3,55.932203,62.5,74.074074,58.823529,"174,791,535,601,140,156,2,237,299,305,"
06:42.8,AdaBoost,Materials,2006,4,49.152542,46.666667,48.275862,50,"2,234,140,156,237,305,306,316,341,405,"
06:46.1,AdaBoost,Materials,2006,5,45.762712,48.387097,53.571429,48.387097,"559,140,46,174,156,2,237,299,316,324,"
06:49.2,AdaBoost,Materials,2006,6,33.898305,29.62963,25,28.571429,"125,626,337,156,174,2,237,299,316,324,"
06:52.2,AdaBoost,Materials,2006,7,47.457627,48.275862,46.666667,46.666667,"156,125,46,573,778,862,174,237,140,2,"
06:55.5,AdaBoost,Materials,2006,8,54.237288,53.125,62.962963,58.62069,"45,125,140,156,174,185,2,316,341,405,"
06:58.6,AdaBoost,Materials,2006,9,53.448276,45.833333,32.352941,44,"590,125,156,174,2,299,324,341,405,467,"
07:01.5,AdaBoost,Materials,2006,10,63.793103,64.285714,60,62.068966,"299,590,626,140,156,2,324,337,341,405,"
07:04.9,AdaBoost,Materials,2006,11,50,51.724138,51.724138,50,"626,125,140,156,2,237,299,305,316,337,"
07:08.1,AdaBoost,Materials,2006,12,62.068966,66.666667,58.064516,58.064516,"140,590,741,772,45,156,2,299,305,316,"
07:11.2,AdaBoost,Materials,2007,1,56.896552,60,45.454545,50,"125,741,778,140,174,2,299,316,341,373,"
07:14.4,AdaBoost,Materials,2007,2,53.448276,52.173913,34.285714,42.857143,"547,156,2,237,306,316,324,341,373,45,"
07:17.3,AdaBoost,Materials,2007,3,50,57.692308,46.875,45.454545,"67,791,373,140,156,174,2,237,299,305,"
07:20.4,AdaBoost,Materials,2007,4,60.344828,59.259259,51.612903,57.142857,"381,547,772,299,573,125,156,174,2,237,"
07:23.5,AdaBoost,Materials,2007,5,51.724138,48.275862,48.275862,51.851852,"125,140,467,793,174,2,237,306,341,373,"
07:27.2,AdaBoost,Materials,2007,6,50,48.275862,48.275862,50,"590,772,778,791,67,825,125,140,174,2,"
07:30.5,AdaBoost,Materials,2007,7,48.275862,48,36.363636,41.37931,"125,46,547,140,174,337,341,373,404,467,"
07:33.8,AdaBoost,Materials,2007,8,41.37931,44.827586,44.827586,41.935484,"590,644,778,825,140,174,2,237,299,305,"
07:37.3,AdaBoost,Materials,2007,9,43.103448,41.935484,48.148148,46.428571,"2,467,50,547,156,140,237,316,337,341,"
07:40.4,AdaBoost,Materials,2007,10,32.758621,33.333333,35.714286,34.482759,"626,125,140,174,2,299,316,324,341,404,"
07:44.1,AdaBoost,Materials,2007,11,43.103448,46.153846,37.5,38.709677,"373,46,467,514,778,793,125,140,2,299,"
07:47.2,AdaBoost,Materials,2007,12,58.62069,62.962963,54.83871,54.83871,"404,467,67,324,156,2,237,299,305,316,"
07:50.3,AdaBoost,Materials,2008,1,44.827586,46.153846,37.5,40,"46,514,569,547,829,140,174,2,337,341,"
07:53.6,AdaBoost,Materials,2008,2,55.932203,51.724138,50,55.555556,"405,590,316,150,234,237,299,337,467,559,"
07:56.9,AdaBoost,Materials,2008,3,49.152542,50,39.393939,43.333333,"373,46,569,140,156,174,237,305,306,337,"
08:00.3,AdaBoost,Materials,2008,4,59.322034,68,50,51.515152,"404,305,306,324,46,590,772,467,530,43,"
08:03.3,AdaBoost,Materials,2008,5,44.067797,48,35.294118,37.5,"530,299,590,791,174,2,237,305,341,404,"
08:06.7,AdaBoost,Materials,2008,6,49.152542,51.612903,57.142857,51.612903,"404,746,156,50,140,150,174,237,341,373,"
08:09.9,AdaBoost,Materials,2008,7,54.237288,64.285714,58.064516,51.428571,"299,514,569,590,626,140,2,237,306,337,"
08:13.1,AdaBoost,Materials,2008,8,35.59322,39.393939,50,41.935484,"341,886,763,825,140,306,324,337,373,404,"
08:16.3,AdaBoost,Materials,2008,9,40.677966,46.428571,41.935484,39.393939,"174,305,150,156,2,237,316,337,341,373,"
08:19.7,AdaBoost,Materials,2008,10,32.20339,33.333333,28.125,29.032258,"185,514,763,140,156,174,2,305,316,337,"
08:22.8,AdaBoost,Materials,2008,11,64.40678,68.965517,66.666667,62.5,"45,569,763,829,150,174,185,2,305,316,"
08:26.0,AdaBoost,Materials,2008,12,49.152542,53.125,62.962963,53.125,"140,305,801,829,897,574,156,174,185,2,"
08:29.2,AdaBoost,Materials,2009,1,42.372881,46.153846,36.363636,37.5,"156,306,559,825,316,862,140,185,237,305,"
08:32.4,AdaBoost,Materials,2009,2,54.237288,65.384615,51.515152,48.571429,"50,140,156,2,306,573,772,404,185,237,"
08:35.5,AdaBoost,Materials,2009,3,66.101695,70.37037,59.375,61.290323,"514,569,644,793,67,801,140,150,156,185,"
08:38.7,AdaBoost,Materials,2009,4,59.322034,62.962963,53.125,54.83871,"324,45,514,569,140,185,237,305,341,530,"
08:41.8,AdaBoost,Materials,2009,5,54.237288,53.333333,55.172414,55.172414,"234,45,535,835,185,237,306,341,43,530,"
08:44.9,AdaBoost,Materials,2009,6,50.847458,48.275862,46.666667,50,"2,341,185,316,404,45,50,514,530,547,"
08:48.2,AdaBoost,Materials,2009,7,57.627119,60.869565,38.888889,46.666667,"793,799,140,156,185,2,237,306,316,324,"
08:51.5,AdaBoost,Materials,2009,8,57.627119,56.521739,36.111111,46.428571,"185,829,156,237,316,324,337,341,373,404,"
08:54.6,AdaBoost,Materials,2009,9,50.847458,45.454545,57.692308,57.692308,"569,815,825,140,156,185,2,234,237,316,"
08:57.7,AdaBoost,Materials,2009,10,61.016949,61.538462,48.484848,55.172414,"547,763,156,185,2,237,316,341,404,405,"
09:00.9,AdaBoost,Materials,2009,11,69.491525,68.965517,66.666667,68.965517,"46,514,573,763,793,156,185,2,237,316,"
09:04.2,AdaBoost,Materials,2009,12,42.372881,45.16129,50,45.16129,"820,88,156,174,185,2,237,316,404,45,"
09:07.5,AdaBoost,Materials,2010,1,57.627119,55.555556,46.875,53.571429,"778,140,156,174,185,2,316,341,404,50,"
09:10.6,AdaBoost,Materials,2010,2,45.762712,50,45.16129,43.75,"2,746,778,140,156,185,237,316,341,404,"
09:13.8,AdaBoost,Materials,2010,3,40.677966,47.222222,73.913043,51.515152,"174,50,46,140,156,2,237,306,316,324,"
09:17.1,AdaBoost,Materials,2010,4,42.372881,40,41.37931,42.857143,"820,825,140,156,174,2,237,306,316,324,"
09:20.1,AdaBoost,Materials,2010,5,40.677966,43.75,51.851852,45.16129,"381,815,886,140,174,2,237,306,316,324,"
09:23.2,AdaBoost,Materials,2010,6,59.322034,59.259259,50,55.172414,"156,741,835,88,897,140,2,237,324,341,"
09:26.7,AdaBoost,Materials,2010,7,33.898305,25.925926,21.875,26.923077,"174,140,156,2,237,306,341,404,45,50,"
09:30.0,AdaBoost,Materials,2010,8,50.847458,55.172414,53.333333,50,"174,569,793,381,140,156,2,237,324,341,"
09:33.4,AdaBoost,Materials,2010,9,45,44.444444,36.363636,40,"46,381,140,156,174,2,237,281,341,404,"
09:36.6,AdaBoost,Materials,2010,10,45,44.827586,41.935484,43.333333,"46,590,140,174,2,237,306,324,341,404,"
09:39.6,AdaBoost,Materials,2010,11,61.666667,62.962963,51.515152,56.666667,"791,467,799,67,140,156,174,2,281,341,"
09:42.6,AdaBoost,Materials,2010,12,63.333333,58.62069,54.83871,62.962963,"156,601,793,140,174,2,281,341,404,43,"
09:46.1,AdaBoost,Materials,2011,1,41.666667,41.37931,38.709677,40,"174,316,778,125,140,2,237,305,337,341,"
09:49.4,AdaBoost,Materials,2011,2,53.333333,52,37.142857,44.827586,"590,791,793,88,140,150,237,341,467,530,"
09:52.4,AdaBoost,Materials,2011,3,48.333333,46.428571,40.625,44.827586,"150,140,316,156,174,2,237,281,337,404,"
09:55.6,AdaBoost,Materials,2011,4,40,42.424242,51.851852,45.16129,"125,569,722,741,140,174,2,237,281,337,"
09:58.6,AdaBoost,Materials,2011,5,53.333333,56.666667,56.666667,53.125,"140,174,2,237,281,305,306,337,341,373,"
10:01.8,AdaBoost,Materials,2011,6,43.333333,44.444444,36.363636,38.709677,"174,46,569,746,801,2,237,281,305,306,"
10:04.9,AdaBoost,Materials,2011,7,30,37.5,42.857143,35.294118,"46,644,514,862,156,140,2,237,281,337,"
10:08.1,AdaBoost,Materials,2011,8,28.333333,29.411765,38.461538,34.482759,"644,869,140,174,2,237,281,341,46,467,"
10:11.3,AdaBoost,Materials,2011,9,65,71.428571,62.5,60.606061,"404,559,746,140,156,174,2,281,316,337,"
10:14.6,AdaBoost,Materials,2011,10,40,42.857143,37.5,37.5,"46,514,569,590,140,156,174,2,237,281,"
10:17.9,AdaBoost,Materials,2011,11,51.666667,53.333333,53.333333,51.612903,"174,234,644,140,156,2,237,281,299,337,"
10:21.4,AdaBoost,Materials,2011,12,66.666667,68.965517,64.516129,64.516129,"174,569,140,156,2,237,337,341,381,404,"
10:24.6,AdaBoost,Materials,2012,1,40,41.935484,44.827586,41.935484,"174,569,140,156,2,237,281,306,337,341,"
10:27.8,AdaBoost,Materials,2012,2,45,43.333333,43.333333,44.827586,"569,140,156,2,237,337,373,46,50,530,"
10:31.3,AdaBoost,Materials,2012,3,38.333333,45.16129,48.275862,41.176471,"174,185,306,46,569,722,801,829,644,862,"
10:34.7,AdaBoost,Materials,2012,4,33.333333,38.235294,50,40.625,"467,569,140,156,174,2,237,281,306,341,"
10:38.2,AdaBoost,Materials,2012,5,51.666667,52.173913,32.432432,40,"337,341,404,569,829,125,140,156,237,281,"
10:41.6,AdaBoost,Materials,2012,6,53.333333,56.666667,56.666667,53.125,"569,590,601,644,801,815,140,156,174,2,"
10:44.8,AdaBoost,Materials,2012,7,38.333333,42.857143,37.5,36.363636,"156,306,404,644,140,174,2,237,281,316,"
10:47.8,AdaBoost,Materials,2012,8,55,51.724138,48.387097,53.571429,"67,140,2,237,281,341,404,406,46,530,"
10:50.9,AdaBoost,Materials,2012,9,73.333333,73.333333,73.333333,73.333333,"601,825,140,150,156,2,237,281,337,341,"
10:54.3,AdaBoost,Materials,2012,10,48.333333,50,65.384615,54.83871,"156,514,590,140,2,237,281,316,341,404,"
10:57.5,AdaBoost,Materials,2012,11,65,62.5,71.428571,68.965517,"306,156,174,2,237,281,316,337,341,404,"
11:00.9,AdaBoost,Materials,2012,12,46.666667,44.117647,57.692308,53.571429,"815,799,140,156,174,2,237,281,316,337,"
11:04.1,AdaBoost,Materials,2013,1,46.666667,46.428571,40.625,43.333333,"316,793,337,140,174,2,237,281,306,341,"
11:07.3,AdaBoost,Materials,2013,2,55,55.882353,73.076923,61.290323,"281,299,337,140,2,237,316,324,341,404,"
11:10.8,AdaBoost,Materials,2013,3,43.333333,41.37931,38.709677,41.37931,"174,381,799,140,156,2,237,281,324,341,"
11:14.3,AdaBoost,Materials,2013,4,48.333333,50,43.75,45.16129,"324,467,791,125,174,2,237,281,306,341,"
11:17.8,AdaBoost,Materials,2013,5,50,51.515152,62.962963,54.83871,"174,316,67,156,2,237,281,324,337,341,"
11:21.3,AdaBoost,Materials,2013,6,53.333333,57.692308,44.117647,46.875,"174,67,156,237,281,324,341,404,406,46,"
11:24.9,AdaBoost,Materials,2013,7,63.333333,61.904762,33.333333,48.148148,"174,2,67,763,140,156,237,281,324,337,"
11:28.6,AdaBoost,Materials,2013,8,56.666667,51.724138,48.387097,55.555556,"801,140,237,281,306,316,337,341,404,46,"
11:32.2,AdaBoost,Materials,2013,9,46.666667,42.307692,32.352941,39.285714,"626,815,88,156,174,237,281,337,341,404,"
11:35.5,AdaBoost,Materials,2013,10,56.666667,53.333333,53.333333,57.142857,"815,140,174,2,237,324,337,341,404,46,"
