104,0
127,1
159,1
162,0
164,0
181,1
195,1
202,0
207,0
21,1
213,1
214,0
215,1
216,0
219,1
229,0
23,1
233,1
24,0
240,0
243,0
249,1
25,1
252,1
253,1
264,0
27,0
272,0
274,0
284,1
291,0
294,0
295,0
300,1
310,0
313,1
321,1
33,0
335,0
348,1
35,1
352,0
36,0
360,0
362,0
366,0
369,0
376,0
377,1
389,1
40,0
402,0
413,1
417,1
419,0
438,0
441,1
442,1
455,0
460,1
468,1
47,1
471,0
477,1
485,0
490,1
498,0
503,0
509,0
51,0
510,1
512,1
513,1
515,0
526,1
529,0
54,1
546,1
548,0
550,0
552,0
555,1
556,0
557,1
563,0
57,0
572,0
582,1
597,0
600,0
61,0
612,1
622,0
624,1
625,0
627,1
628,0
634,1
636,0
639,0
640,1
641,1
643,0
65,0
656,0
658,1
66,1
662,1
664,1
669,0
7,1
70,1
700,0
701,0
708,0
711,1
716,1
721,1
727,0
729,0
73,1
738,1
74,0
748,1
751,0
753,1
757,1
760,1
765,0
767,1
769,1
770,0
773,0
780,1
787,1
788,1
790,0
792,0
795,0
80,1
803,0
805,1
807,0
808,0
81,0
811,1
812,1
814,1
817,1
822,0
824,0
836,0
837,0
84,1
846,1
856,1
861,1
865,1
870,1
875,1
876,1
879,0
890,1
891,1
899,1
93,1
96,0
98,1
