"","SecId","BBTicker","CompanyName","SML","Date","Sector","BookYieldFY1","BookYieldFY2","BookYieldFY3","DividendYieldFY1","DividendYieldFY2","DividendYieldFY3","EarningsYieldFY1","EarningsYieldFY2","EarningsYieldFY3","EBITDAYieldFY1","EBITDAYieldFY2","EBITDAYieldFY3","SalesYieldFY1","SalesYieldFY2","SalesYieldFY3","EBIT_EV_NTM","EBITDA_EV_NTM","SALES_EV_NTM","PEGFY1","EarningsYield1Y","FCFYield1Y","SalesYield1Y","EBIT_EV1Y","EBITDA_EV1Y","BookRevFY1_3M","BookRevFY1_6M","DivRevFY1_3M","DivRevFY1_6M","EarningsRevFY1_3M","EarningsRevFY1_6M","EBITDARevFY1_3M","EBITDARevFY1_6M","SalesRevFY1_3M","SalesRevFY1_6M","EarningsFY1Std","EarningsFY2Std","EarningsFY3Std","EBITDAFY1Std","EBITDAFY2Std","EBITDAFY3Std","EarningsFY1UpDnGrade_3M","EarningsFY2UpDnGrade_3M","EarningsFY3UpDnGrade_3M","EarningsFY1UpDnGrade_6M","EarningsFY2UpDnGrade_6M","EarningsFY3UpDnGrade_6M","EBITDAFY1UpDnGrade_3M","EBITDAFY2UpDnGrade_3M","EBITDAFY3UpDnGrade_3M","EBITDAFY1UpDnGrade_6M","EBITDAFY2UpDnGrade_6M","EBITDAFY3UpDnGrade_6M","EarningsFY1Cov","EBITDAMarginNTM","EBITMarginNTM","NetMarginNTM","NetDebtEbitdaNTM","DivRatio","ROIC1Y","CROIC1Y","DebtCapLQ","DebtTALQ","DebtEbitdaLQ","OpCFOverFCF1Y","OpCFOverEarnings1Y","OpCFOverCDiv1Y","NetCashDebt1Y","SharesChg3M","SharesChg6M","SharesChg12M","EPS_LTGMean","EPSMeanLTMSlope6M","EPSPastSlope6M","EPSPastSlope12M","EPSPastSlope36M","EPSPastSlope60M","EPSPastTStat36M","EPSPastTStat60M","SalesPSPastSlope6M","SalesPSPastSlope12M","SalesPSPastSlope36M","SalesPSPastSlope60M","SalesPSPastTStat36M","SalesPSPastTStat60M","NetMarginPastSlope12M","NetMarginPastSlope36M","PriceSlope20D","PriceSlope50D","PriceSlope100D","PriceSlope200D","PriceTStat20D","PriceTStat50D","PriceTStat100D","PriceTStat200D","MoneyFlow14D","MoneyFlow50D","PriceRet10D","PriceRet20D","PriceRet50D","PriceRet100D","PriceMA20","PriceMA50","PriceMA100","PriceMA200","Price52WHigh","Price52WLow"
"1",32,"AME  ","AMETEK, Inc.                                       ","L",2009-06-01,"Industrials               ",-0.439208898008407,-0.310397457838056,-0.207402808900169,-0.812264247958616,-1.05610588065127,-1.33493868526397,0.19740226506972,0.0809863942987039,0.0200204307951752,-0.402347748445842,-0.432498849535242,-0.252371486368994,-0.927115378514107,-0.924585406551371,-0.83359585090058,0.0187550344711036,-0.612776971636936,-1.0341301638921,0.758581927131573,-0.0658919326944154,0.0299289045900372,-0.968244820827037,-0.350535704037581,-0.674673957666323,1.21939280940484,0.444030966346138,NA,NA,0.283380863340388,0.379700785666552,0.0720881189063336,0.29096783001893,-0.892510148023655,-0.220005087190472,-0.6024536048934,-0.930536233762978,0.0177664708595328,-0.400174572594214,-0.577852345823788,NA,-3,-3,-3,0,0,0,-3,-3,-3,-3,0,-3,-0.312666617944846,0.697831373460862,1.22266739488151,1.14567634921253,0.291485411520757,NA,-0.0908345557913716,-0.699721493573028,0.222677899685579,0.687975957341585,0.244012108445954,0.784197525584305,-0.42042171616532,NA,-0.759626495691189,0.982286458204368,0.608307577434061,0.297988273438601,0.982208448120616,0.664689924414493,0.357245363828516,0.134662571180946,-0.189254148543776,-0.629235383945233,1.48872630947848,1.58668465009733,0.0426836721311283,-0.454793747943715,-0.832474490504127,-0.936749441575011,1.40030336442625,0.462860503514647,-0.00599728170491876,0.249897868513085,0.0063089100996139,-1.4191948441378,-0.501706367048786,0.376936609853211,0.0150853392930739,-0.759008069367664,-0.988943336277196,-0.843102818548516,2.11825260094838,0.493539241186466,0.233382359012152,0.181198417729788,-1.01321515304524,-0.505195804962684,0.173407178154261,-0.542646339732449,-0.829874282754337,-0.53572016580574,0.188546444084093,-0.884427246991513
"2",50,"BA   ","The Boeing Company                                 ","L",2009-06-01,"Industrials               ",-1.68919972579177,-1.64145593237271,-1.62056184742162,1.02518922032701,1.24924768629791,1.29529502102902,1.20671792417759,0.880069438405583,0.197843814582642,0.413844879885429,0.173745693922078,-0.00686731454296418,0.82321297090362,0.738201174036973,0.734566873787274,1.06539750686227,0.695332851321252,1.19905419390334,0.632291534545631,0.0630038151570227,-2.01841423080783,0.243161275224027,-0.380723072775484,-0.232533746995967,-1.93753123627269,-2.07792361089289,NA,NA,0.203273395460541,0.744987871788122,-0.141838904489171,0.767597046663809,0.222932770934941,1.31629824569166,-0.549143085070299,-0.312327999167869,0.456285088463387,1.96669733337707,2.26322943049447,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.89216621598982,-0.655750069616415,-0.524795305200769,-0.321739358638979,-0.241104918076487,NA,1.08178601242997,-1.97743644941431,3,-0.725989684627408,-0.25143615016137,0.382074919154304,-1.38370574950477,NA,-1.3716861569088,1.93645091475805,2.16164721630183,-0.850308602349131,-0.579084947216424,-0.0393450138392945,-2.06306076696287,-1.7847093630566,1.23166382728436,0.813531148535167,-0.432902622092013,-0.65135648658674,-1.94983375637644,-2.05469170317427,0.98785270653267,1.16441302071256,-0.775826723842524,-0.360562555215337,-0.396420952526826,0.818643521763734,0.569471760918065,0.297787672262455,-0.280409341968069,-0.117838230235577,-0.777837528867855,-0.792927178047016,-0.00446058848424982,-0.530086266564202,0.0765420012759007,1.22435666433827,0.443500131951729,0.460991465674995,0.52340577871451,0.0530927022453183,0.227270468240204,0.676644190012179,0.340797234122024,0.138428784070904,-0.167533390040269,-0.223361320699723
"3",79,"CAT  ","Caterpillar Inc.                                   ","L",2009-06-01,"Industrials               ",-0.838235581245426,-1.02827845563976,-1.13984463402786,1.50557542579789,0.228627334937304,0.297980685563533,-0.905236310624525,-1.09962846323521,-0.795649347983949,-0.519942426919129,-0.442881013257581,-0.15504341178099,0.276215136039139,0.129332090172743,0.276227249186234,-1.48780837665971,-0.650728013077905,0.383366296816272,-1.6396474575616,1.57152293109783,-0.787234729852276,0.740941572762069,-0.744342275345564,-0.674418852266864,-1.93753123627269,-1.62117015019578,NA,NA,-1.72397361930348,-1.5428237076793,-1.90282572258071,-1.73315554599162,-0.942178256144897,-1.42503896112321,0.425247867250087,1.55098323840695,2.49064578122304,1.99068720025557,2.26322943049447,NA,0,0,0,-3,0,0,0,0,0,-3,0,0,1.39657756015364,-0.806467745990116,-1.14984462912847,-1.01017906371226,0.176530250107628,NA,0.0285492306915571,-0.221069069712542,1.8015438765855,1.70002382348454,2.05589108392296,0.818553134176461,-0.13050476373655,NA,-0.954274690412847,-0.128232793990841,-0.206630269989792,-0.513841865042495,-1.72621377416261,-1.74621005412226,-0.440860580339183,0.267469393957135,0.356772284217341,1.52949961595813,0.0209101345152582,0.662642958905163,0.500532899041055,1.48737994053161,1.40387258687457,1.57296019266593,0.788622410431047,2.08445739967564,0.00959225584490447,-0.288586268746995,-1.10050778383844,0.325751669311116,-0.0161314161533796,-0.958636203308314,-0.059881096714253,0.329927177639672,0.735395623600787,0.330252656290699,-1.13985209844774,-0.169271722230523,0.117651775080164,-0.914392731705245,0.110265058283002,0.425536808877359,-0.552143124647923,-0.228206599674053,-0.0290746634062626,-0.486109468922251,-1.03764682014822,-0.0215841456985786
"4",91,"CHRW ","C.H. Robinson Worldwide, Inc.                      ","L",2009-06-01,"Industrials               ",-1.3202873083272,-1.36345397044849,-1.62785480044926,-0.0719048183257479,0.0582066289413452,0.19819747903612,-0.64362118644642,-0.981245899491727,-1.21053809037696,-1.25816488544585,-1.28290797622833,-1.36567722287604,-0.661306512568642,-0.543008525189521,-0.357838048640315,-0.793615736695369,-1.48817435437114,-0.257951645795873,-0.47639808983883,-0.673856407147083,-0.256007160888924,-0.705268796675859,-1.36100414150164,-1.61895096913785,-0.0554004944003957,0.615705195326614,NA,NA,0.907339577529996,0.853909244713637,0.903697226936374,0.732767892309426,-1.36153438210888,-0.443330230198701,-0.797620759404819,-1.13530136541316,-1.0599786229246,-0.610217576691755,-0.626077000439629,NA,0,0,-3,-3,0,0,0,0,-3,0,0,0,0.755610993366711,-0.900758275257579,-0.543851769831739,-0.32355055494829,-1.28976114884953,NA,1.9667033428404,1.83884728096855,-1.6508003227445,-1.60715832074987,-1.24803913656116,-0.0404476988402438,-0.217454604542643,NA,-0.375638683570782,-0.145411823197261,0.146692283595147,-0.0786890834165575,0.810547890780854,0.868474409787532,0.560696613285407,0.245234767519493,0.0556890902020995,-0.0847927917422506,1.543830417916,1.58668465009733,-0.158510581626842,1.1794592254065,0.607868685437171,0.934750091032396,0.0819328991974831,1.32319506085709,0.236952909803516,0.200844507228862,-0.572052965137636,-0.392854830468514,0.12289909962795,1.16395733829281,-0.47681854154398,-0.367447941801274,-0.913283622238633,-1.25004023753282,-0.49671880120975,-0.0952901454181651,0.0365771188479271,-0.433510642835427,-0.257009213248126,-0.453703837131945,-0.435537271147698,-0.547881853048102,-0.564102028217324,-0.412243551004255,1.42682088368538,-0.662028057797406
"5",101,"CMI  ","Cummins Inc.                                       ","L",2009-06-01,"Industrials               ",-0.0857729668482123,-0.195541337859262,-0.139915418295658,-0.163022446218405,0.0644762361023773,0.0507507756079396,-0.658864125111326,-0.659275620430797,-0.446792107323219,-0.899966017777787,-0.597677158331503,-1.20041392959688,0.0752672989115715,0.0682981281150852,0.231276728539029,-0.861595728014967,-0.675529117549128,0.644920786701605,-0.989664691928376,0.715018126055031,-0.0276310608388114,0.580429395877718,1.23744169438336,1.22371069318334,0.231013565711607,-0.0475758002744466,NA,NA,-1.04386429440416,-1.23126934939361,-0.825811360684108,-1.74255285365459,-1.34031456214318,-1.61442901258336,0.535563560242452,-0.0255718754647063,-0.635948622841998,1.4353443849037,-0.089066575889886,NA,0,0,0,-3,0,0,0,0,3,0,0,0,0.328299948842088,-0.915287836567873,-0.978478311412376,-0.780438207600825,-0.76246473045378,NA,0.640513459651624,0.455339295865432,-0.932237643479101,-1.09028635402697,-0.886452198724158,-0.909674546333836,-0.171697833299275,NA,1.88477122672978,0.219411156822683,0.215629853737893,-0.078112225884235,-0.429222705750452,-1.74621005412226,-1.14668154691173,0.352716436631186,0.271222989166702,0.938782351434209,-0.32492759838732,0.209138536485822,-0.939937162576748,0.609355123002892,1.40387258687457,1.57296019266593,-1.09820325527003,-0.971349073203486,0.233561695513679,-0.0651895005186849,0.721831829122908,0.245794838561783,1.30143213460714,-0.261366564823527,1.35930952890126,0.25468376888819,0.073512012118723,1.58145552852369,-0.31441329762109,-0.533171153368545,0.521541806588496,1.19640159797725,0.342818692389413,1.47192404689326,0.849337694321164,0.473809884031879,0.546983754049,0.94483962796155,-0.889483486705347,0.645297516888209
"6",108,"COL  ","Rockwell Collins, Inc.                             ","L",2009-06-01,"Industrials               ",-0.981931618010018,-1.02189340871897,-1.18181792244071,0.161552316480502,0.187702538231516,0.175051776474567,0.813680005826939,0.502069407833309,0.244373111607632,-0.687450192601881,-0.843759366152617,-0.981028881987019,-1.10425086710359,-1.10710783584391,-1.09266165721565,0.0386936412847116,-0.714676942491143,-1.08860226098404,2.02877559488956,0.415378410654264,-0.09357645561555,-1.03022881025422,0.263819730642673,-0.107836656023569,0.567482517632918,0.20906296093166,NA,NA,0.469588063468215,0.501675975835748,1.22237371148484,0.604261410609409,1.640694698471,0.996414552285008,-0.878598840128569,-0.801597513169871,-0.421109233188945,-0.344518647073783,-0.346260903146144,NA,-3,0,0,-3,0,0,-3,-3,0,-3,-3,0,1.18292203789133,0.738783570005211,1.41871524016014,1.73425761973285,-0.642552218324779,NA,2.2902669483939,1.30085658608308,-0.387022034067891,-0.590118383014117,-0.797607382170703,-0.520925038470317,-0.495218227201448,NA,0.745998538362176,0.132703333666222,0.0585328855228323,-0.312974806429658,1.46858002724994,0.130235457931988,0.550513443343872,0.618845170054706,0.682018162252124,0.719380140199727,1.543830417916,1.58668465009733,-0.10890724978528,-0.406024535130683,-0.147367464306783,-0.121140039708941,1.00986385040033,2.08716669183422,0.716191973397708,0.646574902000302,1.80683275696769,0.325089146708781,-0.168192774620397,0.560984941385419,-0.689885811384087,-1.35429963409544,-0.395186509829214,-0.516710966804709,1.38672141587263,0.909033228245338,0.482459349117957,1.6585713060075,0.918306892907582,-0.0662682742498407,0.778722914639319,0.956544240371062,0.47450452424788,0.446234407221271,0.86987095708621,-0.261162743492392
"7",116,"CSX  ","CSX Corporation                                    ","L",2009-06-01,"Industrials               ",0.41248872710144,0.409344819456403,0.331939425871898,0.47790212567987,0.588291394436374,0.815346023257028,0.819265722294292,1.00050904613979,1.13961325398446,1.01045987995658,1.0311682662054,1.2521737424505,-0.812306462913914,-0.765238024891,-0.689734832402845,0.688274119518856,0.527477942114672,-1.11354838782319,0.615713224707446,0.546029254543515,0.244418544913946,-0.814268904687136,0.28515976553514,0.357056540081077,0.0026111634103902,0.618963422465036,NA,NA,0.328178213827479,0.17533143740281,0.719327467996276,0.187225543437121,0.215114855870557,-0.44997698069186,-0.359774729183964,-0.84442072769371,-0.840764053270365,1.59536018707916,1.28229351613775,NA,0,0,0,-3,0,0,0,0,0,-3,0,0,1.18292203789133,2.15337234600899,2.21222099099987,1.53641483797993,0.653463642201297,NA,-0.33772740967659,-0.0722646789762014,0.343556642364341,0.272293973404895,0.267499003444805,-0.375909506171884,0.572487147599607,NA,-0.4275523229345,-1.77967167626463,-0.67455034794364,-0.824972712330818,-0.190805360367758,0.536449074639403,0.345577148270508,0.132396184547919,-0.16355021323055,-0.353395650370892,0.323000238243674,1.31004795782713,0.145843785398548,-0.487639030957348,-0.951368880079048,-1.16756641952482,-0.00158116037365037,-0.759795236870596,0.191502515729589,0.157857272418273,0.558440649043201,-0.664517053427712,-0.496968865691059,-1.44626590111897,2.26672304468483,0.0676561095665577,-0.265724999992345,-0.343139774116759,2.19492989229885,0.244018765392812,2.15488624281592,2.23094694071078,-0.0295617429707687,-0.131071032638164,1.79177837698874,0.586257864247992,0.141242887847947,-0.270771507880813,-0.804775919935796,-0.254436344688495
"8",117,"CTAS ","Cintas Corporation                                 ","L",2009-06-01,"Industrials               ",0.443737353246481,0.551413540071795,0.755516289776305,0.110201424411589,0.0947152158582847,-0.22726126831672,0.652126642862353,0.380710171711863,0.0624379551550313,0.382639970749779,0.193887927086865,0.229263191781063,-0.364364676368716,-0.417168481577869,-0.364660910946042,1.09232211293399,0.9849878678174,-0.164244723119433,0.406528221850345,0.336007911746465,0.0533419981926719,-0.509576385055345,-0.0233475417677953,0.0859162496004641,0.329468271784665,0.432588066668872,NA,NA,0.50031451631841,0.376355763457878,0.500230141844155,0.316516590702908,0.255190772163614,0.256973898710245,-0.346109709274704,0.139471333457906,-0.130306098317233,-0.627724800370721,-0.182392283551909,NA,-3,-3,-3,0,0,-3,-3,-3,-3,-3,-3,-3,-0.312666617944846,0.355091487927691,0.392527755244997,0.441467606336306,-0.521837512446709,NA,-0.210929115880054,-0.468136230721509,-0.549093907487165,-0.149210900651729,-0.429666054516082,-0.374064706113903,-0.0886559096463307,NA,-0.108605033478381,-0.199070892774591,0.0168532168933685,-0.0615644639144505,-0.238488943884669,0.346422281058665,0.324220777976458,-0.000977234886526717,-0.366109314962596,-0.684534823004363,-0.256216533661844,0.44866325875707,-0.232501537370306,-0.762017058064187,-0.581330904556659,-0.498755133609507,0.0415700392862341,1.01700517250082,0.113684646884832,-0.30257437143577,-0.65102238095634,-1.20227588308418,0.133935148905657,0.923970607007735,-1.49603129623055,-1.1549236134221,-0.683374034429724,-0.741775559205928,-1.24732417026864,-1.35039142299497,-2.62909861720745,-1.8407461899054,-1.50528769960829,-0.857140733049732,-2.37216881680939,-1.84067580134188,-1.44745544359623,-0.942912140413698,0.666613995457651,-1.01563368606044
"9",125,"DAL  ","Delta Air Lines, Inc.                              ","L",2009-06-01,"Industrials               ",0.456055605660781,0.252501506778421,0.55485635869696,-1.20865559034989,-1.30923263970772,-1.33493868526397,0.806540556403835,3,3,2.42357379335705,2.44711324054209,2.89461824525336,2.11739185253751,2.199328971966,2.29945588975187,1.32854664543949,2.7721016201721,1.81028496747244,1.37775588314678,-2.68298315348623,-2.89809421493277,1.93613993761801,-2.46150967512886,-1.46345915037824,-1.93753123627269,-2.07792361089289,NA,NA,-1.72397361930348,3,-1.64453380038844,2.94184054298472,-1.16685896163174,1.66513188993301,2.04626498697482,2.13015362316659,2.49064578122304,1.99068720025557,2.26322943049447,NA,0,0,0,0,0,0,0,0,0,0,0,0,-0.526322140207157,-0.31286911059802,-0.65332136485569,-0.835589429823553,0.90223999388461,NA,-3,-2.50875143296362,2.19032482432387,0.464415585259872,2.87672774339803,0.0252036509940548,-1.15764914532246,NA,-1.48182362299816,1.93645091475805,2.16164721630183,2.40938945927396,0.71804173303603,1.73798466191226,-2.06306076696287,-2.40373595723692,1.88229146391426,1.98904383328608,-0.616411912476432,-0.967504744779122,-1.94983375637644,-2.62981163885376,-2.86229251752406,-3,-2.00600917287363,-2.42277168349155,-3,0.084179091867968,-2.29715643686836,-1.17376681062178,-1.93565074615454,-0.124962891359466,1.00075474773082,2.40638548723681,2.29340355573455,0.835098769424281,-0.73628449760224,-0.479642451649666,-1.08639157039026,-1.15704299052833,-1.73495231485035,-0.564624275869086,-0.852729454232951,-1.52418787056835,-1.06552012576306,-1.81820143436193,-0.62812161130661,0.213975679834592
"10",127,"DE   ","Deere & Company                                    ","L",2009-06-01,"Industrials               ",-0.523177581296684,-0.52944982723501,-0.518875857640783,0.319236767187341,0.396414648650128,0.643712277275713,-0.138413684077684,-0.46904796928422,-0.10746209943013,-0.700128618269883,-0.755571198693574,-0.557789386573417,-0.334419793817392,-0.351079145621297,-0.190089000507771,-0.621074776874377,-0.888140695914399,-0.208789244330978,-1.32303492379931,0.409338642130252,-1.34601948508526,-0.135577072362666,-0.382182560337505,-0.5308767731495,0.234535582615847,-0.258769742222786,NA,NA,-0.368562322184771,-0.500603422102082,-0.937433009735016,-0.943071489673373,-0.725083791325765,-0.642052582161597,-0.257539428928218,1.04627426043199,0.797325896191454,1.99068720025557,2.26322943049447,NA,-3,0,-3,0,0,0,-3,0,-3,0,0,-3,0.755610993366711,-0.602010685128164,-0.48319254793006,-0.172901343867528,0.00992778223029185,NA,-0.338428393984551,-1.21232464864363,1.57640761819999,2.34634507211027,2.65378605756842,0.470261433527016,-0.733683008407907,NA,-1.15399147385303,-0.199070892774591,-0.902521115276357,-0.441501649203938,-1.90741093376538,-1.74621005412226,-0.305155697576662,0.0974617804873346,0.546919306840919,0.553632030015007,0.189488668966239,0.385096474001009,1.63712080195461,1.48737994053161,1.40387258687457,1.08587974622066,-0.39643616432144,-0.337705231645999,-0.102678040036804,0.389685167279388,-0.097327863915516,0.449053095238046,0.559024307195399,0.234664271876698,0.391928835437104,-0.215332978743066,0.711329342554761,0.574647448179709,0.968917501604906,1.08756635293465,0.640194435996614,0.355643823547583,0.749557742283238,1.27816381070678,0.429195508758011,0.468872601796972,0.581801503623257,0.550899903990696,-0.262163260568912,0.407514940262435
