"True Negative","False Negative","False Positive","True Positive","Mean Of Bought Returns","Models","Date","Sector"
47,12,0,0,NA,"PCA_ada",2009-01-04,"Materials"
47,12,47,12,NA,"PCA_voted",2009-01-04,"Materials"
47,11,0,1,13.014197,"PCA_voted.prob",2009-01-04,"Materials"
47,0,0,12,-4.94656215,"actual",2009-02-01,"Materials"
45,11,2,1,-7.220028,"ksvm",2009-02-01,"Materials"
47,12,47,12,NA,"nnet",2009-02-01,"Materials"
47,11,0,1,9.496271,"rf",2009-02-01,"Materials"
47,12,0,0,NA,"ada",2009-02-01,"Materials"
47,12,47,12,NA,"voted",2009-02-01,"Materials"
47,12,47,12,NA,"voted.prob",2009-02-01,"Materials"
45,11,2,1,-7.220028,"PCA_ksvm",2009-02-01,"Materials"
44,11,3,1,-16.896350575,"PCA_nnet",2009-02-01,"Materials"
45,11,2,1,-5.82391633333333,"PCA_rf",2009-02-01,"Materials"
47,12,0,0,NA,"PCA_ada",2009-02-01,"Materials"
47,12,47,12,NA,"PCA_voted",2009-02-01,"Materials"
47,11,0,1,-3.7356973,"PCA_voted.prob",2009-02-01,"Materials"
47,0,0,12,35.1661868333333,"actual",2009-03-01,"Materials"
44,9,3,3,32.2699343333333,"ksvm",2009-03-01,"Materials"
16,2,31,10,19.0818691682927,"nnet",2009-03-01,"Materials"
18,2,29,10,19.7951607923077,"rf",2009-03-01,"Materials"
20,2,27,10,20.3230504837838,"ada",2009-03-01,"Materials"
24,3,23,9,20.811928590625,"voted",2009-03-01,"Materials"
18,3,29,9,19.6899427605263,"voted.prob",2009-03-01,"Materials"
46,9,1,3,39.43822,"PCA_ksvm",2009-03-01,"Materials"
18,3,29,9,18.8376403394737,"PCA_nnet",2009-03-01,"Materials"
34,5,13,7,23.030733835,"PCA_rf",2009-03-01,"Materials"
32,6,15,6,20.7462327,"PCA_ada",2009-03-01,"Materials"
36,7,11,5,21.57970048125,"PCA_voted",2009-03-01,"Materials"
30,4,17,8,22.507799908,"PCA_voted.prob",2009-03-01,"Materials"
47,0,0,12,38.09543375,"actual",2009-04-01,"Materials"
47,7,0,5,52.422316,"ksvm",2009-04-01,"Materials"
46,4,1,8,38.4513645555556,"nnet",2009-04-01,"Materials"
47,5,0,7,43.3153495714286,"rf",2009-04-01,"Materials"
47,4,0,8,40.716579875,"ada",2009-04-01,"Materials"
47,5,0,7,43.3153495714286,"voted",2009-04-01,"Materials"
47,5,0,7,43.3153495714286,"voted.prob",2009-04-01,"Materials"
47,7,0,5,45.5058098,"PCA_ksvm",2009-04-01,"Materials"
44,5,3,7,33.14305698,"PCA_nnet",2009-04-01,"Materials"
45,7,2,5,35.0410974571429,"PCA_rf",2009-04-01,"Materials"
47,6,0,6,45.4711081666667,"PCA_ada",2009-04-01,"Materials"
47,7,0,5,48.7553528,"PCA_voted",2009-04-01,"Materials"
46,7,1,5,40.2884923,"PCA_voted.prob",2009-04-01,"Materials"
47,0,0,12,18.1575089166667,"actual",2009-05-03,"Materials"
47,9,0,3,20.203042,"ksvm",2009-05-03,"Materials"
45,9,2,3,14.47933542,"nnet",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"rf",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"ada",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"voted",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"voted.prob",2009-05-03,"Materials"
47,8,0,4,20.32396475,"PCA_ksvm",2009-05-03,"Materials"
45,9,2,3,14.47933542,"PCA_nnet",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"PCA_rf",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"PCA_ada",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"PCA_voted",2009-05-03,"Materials"
46,10,1,2,18.4049723333333,"PCA_voted.prob",2009-05-03,"Materials"
47,0,0,12,0.894542526666667,"actual",2009-06-01,"Materials"
44,12,3,0,-11.2290007666667,"ksvm",2009-06-01,"Materials"
42,12,5,0,-11.7733372,"nnet",2009-06-01,"Materials"
47,12,0,0,NA,"rf",2009-06-01,"Materials"
47,12,0,0,NA,"ada",2009-06-01,"Materials"
47,12,47,12,NA,"voted",2009-06-01,"Materials"
47,12,47,12,NA,"voted.prob",2009-06-01,"Materials"
44,12,3,0,-11.2290007666667,"PCA_ksvm",2009-06-01,"Materials"
40,11,7,1,-5.9969463375,"PCA_nnet",2009-06-01,"Materials"
45,12,2,0,-16.6053265,"PCA_rf",2009-06-01,"Materials"
45,12,2,0,-16.6053265,"PCA_ada",2009-06-01,"Materials"
46,12,1,0,-17.325443,"PCA_voted",2009-06-01,"Materials"
45,12,2,0,-13.7105885,"PCA_voted.prob",2009-06-01,"Materials"
47,0,0,12,32.2992480833333,"actual",2009-07-01,"Materials"
43,6,4,6,29.1071232,"ksvm",2009-07-01,"Materials"
25,0,22,12,23.5130066470588,"nnet",2009-07-01,"Materials"
25,0,22,12,23.6535768529412,"rf",2009-07-01,"Materials"
24,1,23,11,22.6864446647059,"ada",2009-07-01,"Materials"
26,0,21,12,23.8628133030303,"voted",2009-07-01,"Materials"
26,0,21,12,23.8628133030303,"voted.prob",2009-07-01,"Materials"
43,6,4,6,29.1071232,"PCA_ksvm",2009-07-01,"Materials"
27,0,20,12,23.7682639375,"PCA_nnet",2009-07-01,"Materials"
28,2,19,10,24.1239719310345,"PCA_rf",2009-07-01,"Materials"
29,3,18,9,23.7844774444444,"PCA_ada",2009-07-01,"Materials"
30,4,17,8,23.7934478,"PCA_voted",2009-07-01,"Materials"
29,0,18,12,24.5813237333333,"PCA_voted.prob",2009-07-01,"Materials"
47,0,0,12,14.4916167583333,"actual",2009-08-02,"Materials"
47,10,0,2,27.3561305,"ksvm",2009-08-02,"Materials"
46,8,1,4,15.86702746,"nnet",2009-08-02,"Materials"
47,9,0,3,24.366602,"rf",2009-08-02,"Materials"
47,10,0,2,27.3561305,"ada",2009-08-02,"Materials"
47,10,0,2,27.3561305,"voted",2009-08-02,"Materials"
47,9,0,3,24.366602,"voted.prob",2009-08-02,"Materials"
47,10,0,2,27.3561305,"PCA_ksvm",2009-08-02,"Materials"
45,9,2,3,14.03892444,"PCA_nnet",2009-08-02,"Materials"
46,9,1,3,17.88526975,"PCA_rf",2009-08-02,"Materials"
47,9,0,3,24.366602,"PCA_ada",2009-08-02,"Materials"
47,9,0,3,24.366602,"PCA_voted",2009-08-02,"Materials"
47,9,0,3,24.366602,"PCA_voted.prob",2009-08-02,"Materials"
47,0,0,12,9.14873670833333,"actual",2009-09-01,"Materials"
43,5,4,7,6.25381141818182,"ksvm",2009-09-01,"Materials"
44,5,3,7,6.93491635,"nnet",2009-09-01,"Materials"
46,6,1,6,8.92702335714286,"rf",2009-09-01,"Materials"
46,6,1,6,8.92702335714286,"ada",2009-09-01,"Materials"
46,6,1,6,8.92702335714286,"voted",2009-09-01,"Materials"
46,5,1,7,8.6865275625,"voted.prob",2009-09-01,"Materials"
42,5,5,7,5.48099425833333,"PCA_ksvm",2009-09-01,"Materials"
39,7,8,5,4.71495483076923,"PCA_nnet",2009-09-01,"Materials"
45,5,2,7,7.60850703333333,"PCA_rf",2009-09-01,"Materials"
44,5,3,7,7.28868423,"PCA_ada",2009-09-01,"Materials"
45,5,2,7,7.60850703333333,"PCA_voted",2009-09-01,"Materials"
42,6,5,6,5.98607604545455,"PCA_voted.prob",2009-09-01,"Materials"
47,0,0,12,-0.295486541666667,"actual",2009-10-01,"Materials"
47,12,0,0,NA,"ksvm",2009-10-01,"Materials"
45,11,2,1,-6.44503603333333,"nnet",2009-10-01,"Materials"
47,11,0,1,2.1567702,"rf",2009-10-01,"Materials"
47,11,0,1,2.1567702,"ada",2009-10-01,"Materials"
47,11,0,1,2.1567702,"voted",2009-10-01,"Materials"
47,11,0,1,2.1567702,"voted.prob",2009-10-01,"Materials"
47,12,0,0,NA,"PCA_ksvm",2009-10-01,"Materials"
43,10,4,2,-7.65966163333333,"PCA_nnet",2009-10-01,"Materials"
47,11,0,1,2.1567702,"PCA_rf",2009-10-01,"Materials"
47,10,0,2,0.4192531,"PCA_ada",2009-10-01,"Materials"
47,11,0,1,2.1567702,"PCA_voted",2009-10-01,"Materials"
47,11,0,1,2.1567702,"PCA_voted.prob",2009-10-01,"Materials"
47,0,0,12,11.004014725,"actual",2009-11-01,"Materials"
43,2,4,10,7.73640734214286,"ksvm",2009-11-01,"Materials"
44,5,3,7,10.150393763,"nnet",2009-11-01,"Materials"
45,4,2,8,11.02252357,"rf",2009-11-01,"Materials"
46,3,1,9,11.034245982,"ada",2009-11-01,"Materials"
47,4,0,8,12.9594920875,"voted",2009-11-01,"Materials"
46,3,1,9,11.45351997,"voted.prob",2009-11-01,"Materials"
43,3,4,9,8.40852483,"PCA_ksvm",2009-11-01,"Materials"
39,3,8,9,6.57050958352941,"PCA_nnet",2009-11-01,"Materials"
46,5,1,7,10.8975864775,"PCA_rf",2009-11-01,"Materials"
43,4,4,8,8.32292783833333,"PCA_ada",2009-11-01,"Materials"
45,5,2,7,9.66206986222222,"PCA_voted",2009-11-01,"Materials"
45,4,2,8,9.374427176,"PCA_voted.prob",2009-11-01,"Materials"
47,0,0,12,14.144515025,"actual",2009-12-01,"Materials"
47,6,0,6,15.60155555,"ksvm",2009-12-01,"Materials"
39,0,8,12,10.00721666,"nnet",2009-12-01,"Materials"
42,1,5,11,11.98164673125,"rf",2009-12-01,"Materials"
43,0,4,12,12.01512516875,"ada",2009-12-01,"Materials"
43,1,4,11,12.3333327133333,"voted",2009-12-01,"Materials"
43,0,4,12,12.01512516875,"voted.prob",2009-12-01,"Materials"
46,6,1,6,14.0036566142857,"PCA_ksvm",2009-12-01,"Materials"
41,2,6,10,10.3532083925,"PCA_nnet",2009-12-01,"Materials"
42,1,5,11,11.14081223125,"PCA_rf",2009-12-01,"Materials"
44,2,3,10,12.1960017,"PCA_ada",2009-12-01,"Materials"
44,2,3,10,12.1974102076923,"PCA_voted",2009-12-01,"Materials"
44,1,3,11,11.8434531928571,"PCA_voted.prob",2009-12-01,"Materials"
38,0,0,10,14.1614913,"actual",2008-12-01,"Consumer Staples"
36,4,2,6,13.2314531875,"ksvm",2008-12-01,"Consumer Staples"
35,5,3,5,11.9321063125,"nnet",2008-12-01,"Consumer Staples"
36,5,2,5,13.0350879285714,"rf",2008-12-01,"Consumer Staples"
35,6,3,4,11.2205182142857,"ada",2008-12-01,"Consumer Staples"
35,5,3,5,11.9321063125,"voted",2008-12-01,"Consumer Staples"
35,6,3,4,11.2205182142857,"voted.prob",2008-12-01,"Consumer Staples"
37,4,1,6,14.1072357142857,"PCA_ksvm",2008-12-01,"Consumer Staples"
35,6,3,4,11.1291580714286,"PCA_nnet",2008-12-01,"Consumer Staples"
34,5,4,5,11.1517959111111,"PCA_rf",2008-12-01,"Consumer Staples"
35,6,3,4,11.2205182142857,"PCA_ada",2008-12-01,"Consumer Staples"
35,6,3,4,11.2205182142857,"PCA_voted",2008-12-01,"Consumer Staples"
35,6,3,4,11.2205182142857,"PCA_voted.prob",2008-12-01,"Consumer Staples"
38,0,0,10,6.32140048,"actual",2009-01-04,"Consumer Staples"
37,8,1,2,3.5591881,"ksvm",2009-01-04,"Consumer Staples"
37,6,1,4,7.8727319,"nnet",2009-01-04,"Consumer Staples"
37,8,1,2,7.99642813333333,"rf",2009-01-04,"Consumer Staples"
37,6,1,4,6.35383614,"ada",2009-01-04,"Consumer Staples"
37,8,1,2,7.84730923333333,"voted",2009-01-04,"Consumer Staples"
37,8,1,2,7.84730923333333,"voted.prob",2009-01-04,"Consumer Staples"
36,8,2,2,-3.010698925,"PCA_ksvm",2009-01-04,"Consumer Staples"
35,8,3,2,2.97460336,"PCA_nnet",2009-01-04,"Consumer Staples"
35,5,3,5,5.6890332625,"PCA_rf",2009-01-04,"Consumer Staples"
35,6,3,4,1.55571885714286,"PCA_ada",2009-01-04,"Consumer Staples"
37,8,1,2,3.5591881,"PCA_voted",2009-01-04,"Consumer Staples"
37,8,1,2,6.38956656666667,"PCA_voted.prob",2009-01-04,"Consumer Staples"
38,0,0,10,1.26254742,"actual",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"ksvm",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"nnet",2009-02-01,"Consumer Staples"
38,8,0,2,10.334188,"rf",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"ada",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"voted",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"voted.prob",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"PCA_ksvm",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"PCA_nnet",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"PCA_rf",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"PCA_ada",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"PCA_voted",2009-02-01,"Consumer Staples"
38,9,0,1,10.400761,"PCA_voted.prob",2009-02-01,"Consumer Staples"
38,0,0,10,22.2578669,"actual",2009-03-01,"Consumer Staples"
37,6,1,4,21.9882822,"ksvm",2009-03-01,"Consumer Staples"
22,0,16,10,14.2382259190385,"nnet",2009-03-01,"Consumer Staples"
21,0,17,10,14.372897147963,"rf",2009-03-01,"Consumer Staples"
23,0,15,10,15.1405320238,"ada",2009-03-01,"Consumer Staples"
25,0,13,10,15.6996503997826,"voted",2009-03-01,"Consumer Staples"
22,0,16,10,14.5583716536538,"voted.prob",2009-03-01,"Consumer Staples"
37,5,1,5,22.5942015,"PCA_ksvm",2009-03-01,"Consumer Staples"
23,0,15,10,15.2060318,"PCA_nnet",2009-03-01,"Consumer Staples"
30,0,8,10,16.2822630777778,"PCA_rf",2009-03-01,"Consumer Staples"
31,0,7,10,17.5109211529412,"PCA_ada",2009-03-01,"Consumer Staples"
32,0,6,10,17.8991914125,"PCA_voted",2009-03-01,"Consumer Staples"
28,0,10,10,15.79765505,"PCA_voted.prob",2009-03-01,"Consumer Staples"
38,0,0,10,14.68659785,"actual",2009-04-01,"Consumer Staples"
38,6,0,4,20.9196065,"ksvm",2009-04-01,"Consumer Staples"
38,5,0,5,13.9366008,"nnet",2009-04-01,"Consumer Staples"
38,6,0,4,14.40870475,"rf",2009-04-01,"Consumer Staples"
38,6,0,4,14.40870475,"ada",2009-04-01,"Consumer Staples"
38,6,0,4,14.40870475,"voted",2009-04-01,"Consumer Staples"
38,6,0,4,14.40870475,"voted.prob",2009-04-01,"Consumer Staples"
37,6,1,4,17.6898602,"PCA_ksvm",2009-04-01,"Consumer Staples"
38,6,0,4,14.40870475,"PCA_nnet",2009-04-01,"Consumer Staples"
38,8,0,2,16.6041555,"PCA_rf",2009-04-01,"Consumer Staples"
38,8,0,2,15.8616125,"PCA_ada",2009-04-01,"Consumer Staples"
38,7,0,3,15.8935586666667,"PCA_voted",2009-04-01,"Consumer Staples"
38,7,0,3,15.8935586666667,"PCA_voted.prob",2009-04-01,"Consumer Staples"
39,0,0,10,10.389334,"actual",2009-05-03,"Consumer Staples"
37,9,2,1,6.23561566666667,"ksvm",2009-05-03,"Consumer Staples"
37,7,2,3,6.3542581,"nnet",2009-05-03,"Consumer Staples"
39,7,0,3,13.0176783333333,"rf",2009-05-03,"Consumer Staples"
39,7,0,3,13.0176783333333,"ada",2009-05-03,"Consumer Staples"
39,7,0,3,13.0176783333333,"voted",2009-05-03,"Consumer Staples"
39,7,0,3,13.0176783333333,"voted.prob",2009-05-03,"Consumer Staples"
38,9,1,1,7.21432,"PCA_ksvm",2009-05-03,"Consumer Staples"
36,4,3,6,6.36108914444444,"PCA_nnet",2009-05-03,"Consumer Staples"
39,8,0,2,9.5879495,"PCA_rf",2009-05-03,"Consumer Staples"
38,8,1,2,4.7722578,"PCA_ada",2009-05-03,"Consumer Staples"
39,8,0,2,9.5879495,"PCA_voted",2009-05-03,"Consumer Staples"
38,7,1,3,8.54847735,"PCA_voted.prob",2009-05-03,"Consumer Staples"
39,0,0,10,6.42875545,"actual",2009-06-01,"Consumer Staples"
38,9,1,1,6.51137235,"ksvm",2009-06-01,"Consumer Staples"
37,6,2,4,5.12826041666667,"nnet",2009-06-01,"Consumer Staples"
39,6,0,4,8.37464925,"rf",2009-06-01,"Consumer Staples"
39,8,0,2,9.907347,"ada",2009-06-01,"Consumer Staples"
39,8,0,2,9.907347,"voted",2009-06-01,"Consumer Staples"
39,7,0,3,8.43153,"voted.prob",2009-06-01,"Consumer Staples"
39,9,0,1,12.482667,"PCA_ksvm",2009-06-01,"Consumer Staples"
38,6,1,4,7.07002162,"PCA_nnet",2009-06-01,"Consumer Staples"
39,6,0,4,8.37464925,"PCA_rf",2009-06-01,"Consumer Staples"
38,6,1,4,5.62849636,"PCA_ada",2009-06-01,"Consumer Staples"
39,7,0,3,8.43153,"PCA_voted",2009-06-01,"Consumer Staples"
39,7,0,3,8.43153,"PCA_voted.prob",2009-06-01,"Consumer Staples"
39,0,0,10,19.1066194,"actual",2009-07-01,"Consumer Staples"
36,5,3,5,14.6835865,"ksvm",2009-07-01,"Consumer Staples"
21,2,18,8,12.0260880230769,"nnet",2009-07-01,"Consumer Staples"
19,0,20,10,12.7449309866667,"rf",2009-07-01,"Consumer Staples"
24,1,15,9,13.3692631916667,"ada",2009-07-01,"Consumer Staples"
24,2,15,8,12.7142361565217,"voted",2009-07-01,"Consumer Staples"
24,2,15,8,12.7142361565217,"voted.prob",2009-07-01,"Consumer Staples"
37,7,2,3,16.2488034,"PCA_ksvm",2009-07-01,"Consumer Staples"
22,1,17,9,12.6367889653846,"PCA_nnet",2009-07-01,"Consumer Staples"
25,1,14,9,13.4863127869565,"PCA_rf",2009-07-01,"Consumer Staples"
27,4,12,6,12.4881929222222,"PCA_ada",2009-07-01,"Consumer Staples"
29,4,10,6,12.9084020375,"PCA_voted",2009-07-01,"Consumer Staples"
28,2,11,8,14.1182271368421,"PCA_voted.prob",2009-07-01,"Consumer Staples"
39,0,0,10,7.7203296,"actual",2009-08-02,"Consumer Staples"
37,9,2,1,-2.00232068333333,"ksvm",2009-08-02,"Consumer Staples"
37,5,2,5,7.96569309285714,"nnet",2009-08-02,"Consumer Staples"
38,7,1,3,9.2046542375,"rf",2009-08-02,"Consumer Staples"
38,6,1,4,8.81273853,"ada",2009-08-02,"Consumer Staples"
38,7,1,3,9.2046542375,"voted",2009-08-02,"Consumer Staples"
38,7,1,3,9.2046542375,"voted.prob",2009-08-02,"Consumer Staples"
36,9,3,1,-1.658342775,"PCA_ksvm",2009-08-02,"Consumer Staples"
36,7,3,3,4.581082825,"PCA_nnet",2009-08-02,"Consumer Staples"
37,7,2,3,8.04013599,"PCA_rf",2009-08-02,"Consumer Staples"
38,8,1,2,8.86796898333333,"PCA_ada",2009-08-02,"Consumer Staples"
38,9,1,1,5.677559975,"PCA_voted",2009-08-02,"Consumer Staples"
38,9,1,1,5.677559975,"PCA_voted.prob",2009-08-02,"Consumer Staples"
39,0,0,10,11.66577929,"actual",2009-09-01,"Consumer Staples"
36,5,3,5,8.7589874125,"ksvm",2009-09-01,"Consumer Staples"
34,2,5,8,8.44987900769231,"nnet",2009-09-01,"Consumer Staples"
35,2,4,8,9.99676479166667,"rf",2009-09-01,"Consumer Staples"
36,2,3,8,10.3860821818182,"ada",2009-09-01,"Consumer Staples"
36,3,3,7,9.9899625,"voted",2009-09-01,"Consumer Staples"
36,3,3,7,9.9899625,"voted.prob",2009-09-01,"Consumer Staples"
35,5,4,5,7.73323238,"PCA_ksvm",2009-09-01,"Consumer Staples"
35,3,4,7,9.02233010181818,"PCA_nnet",2009-09-01,"Consumer Staples"
36,2,3,8,9.78339904545455,"PCA_rf",2009-09-01,"Consumer Staples"
35,4,4,6,7.94147478,"PCA_ada",2009-09-01,"Consumer Staples"
38,3,1,7,11.23791925,"PCA_voted",2009-09-01,"Consumer Staples"
35,3,4,7,9.595432,"PCA_voted.prob",2009-09-01,"Consumer Staples"
39,0,0,10,4.55980661,"actual",2009-10-01,"Consumer Staples"
37,5,2,5,3.64694767142857,"ksvm",2009-10-01,"Consumer Staples"
36,7,3,3,1.57634616666667,"nnet",2009-10-01,"Consumer Staples"
39,7,0,3,4.92541,"rf",2009-10-01,"Consumer Staples"
37,7,2,3,2.9492593,"ada",2009-10-01,"Consumer Staples"
37,7,2,3,2.9492593,"voted",2009-10-01,"Consumer Staples"
37,7,2,3,2.9492593,"voted.prob",2009-10-01,"Consumer Staples"
38,6,1,4,4.47642568,"PCA_ksvm",2009-10-01,"Consumer Staples"
34,7,5,3,0.1118198,"PCA_nnet",2009-10-01,"Consumer Staples"
38,7,1,3,4.00192145,"PCA_rf",2009-10-01,"Consumer Staples"
37,7,2,3,2.9492593,"PCA_ada",2009-10-01,"Consumer Staples"
38,7,1,3,4.00192145,"PCA_voted",2009-10-01,"Consumer Staples"
38,7,1,3,4.00192145,"PCA_voted.prob",2009-10-01,"Consumer Staples"
39,0,0,10,4.13983111,"actual",2009-11-01,"Consumer Staples"
36,9,3,1,1.655389371,"ksvm",2009-11-01,"Consumer Staples"
34,6,5,4,1.87231243888889,"nnet",2009-11-01,"Consumer Staples"
38,6,1,4,5.14496336,"rf",2009-11-01,"Consumer Staples"
37,5,2,5,4.21796532857143,"ada",2009-11-01,"Consumer Staples"
38,6,1,4,5.14496336,"voted",2009-11-01,"Consumer Staples"
37,6,2,4,4.55246376666667,"voted.prob",2009-11-01,"Consumer Staples"
36,9,3,1,1.655389371,"PCA_ksvm",2009-11-01,"Consumer Staples"
36,5,3,5,3.26744249125,"PCA_nnet",2009-11-01,"Consumer Staples"
38,6,1,4,5.14496336,"PCA_rf",2009-11-01,"Consumer Staples"
37,6,2,4,4.22059305,"PCA_ada",2009-11-01,"Consumer Staples"
38,7,1,3,5.38065445,"PCA_voted",2009-11-01,"Consumer Staples"
38,6,1,4,5.14496336,"PCA_voted.prob",2009-11-01,"Consumer Staples"
39,0,0,10,8.53669536,"actual",2009-12-01,"Consumer Staples"
35,6,4,4,7.54590645,"ksvm",2009-12-01,"Consumer Staples"
30,1,9,9,6.09546576111111,"nnet",2009-12-01,"Consumer Staples"
32,0,7,10,6.41237154117647,"rf",2009-12-01,"Consumer Staples"
33,3,6,7,6.74195753846154,"ada",2009-12-01,"Consumer Staples"
34,3,5,7,7.14954640833333,"voted",2009-12-01,"Consumer Staples"
33,1,6,9,6.75092786,"voted.prob",2009-12-01,"Consumer Staples"
34,6,5,4,7.08592215555556,"PCA_ksvm",2009-12-01,"Consumer Staples"
31,2,8,8,6.0446724875,"PCA_nnet",2009-12-01,"Consumer Staples"
34,4,5,6,7.39698308181818,"PCA_rf",2009-12-01,"Consumer Staples"
32,6,7,4,6.38290003636364,"PCA_ada",2009-12-01,"Consumer Staples"
34,6,5,4,7.48231025555556,"PCA_voted",2009-12-01,"Consumer Staples"
34,3,5,7,7.14954640833333,"PCA_voted.prob",2009-12-01,"Consumer Staples"
